era_SectionOfLine;era_SectionOfLine_era_opStart;era_SectionOfLine_era_opStart__label;era_SectionOfLine_era_nationalLine_rdfs_label;era_SectionOfLine_era_lengthOfSectionOfLine;era_SectionOfLine_era_opEnd;era_SectionOfLine_era_opEnd__label;CUSTOM_VAR_IN_COUNTRY;CUSTOM_VAR_IN_COUNTRY__label;__type;__label
https://data.banenor.no/data/_line_section_872426d4-9f58-445d-a680-22b9fee15e2b;https://data.banenor.no/data/_station_1fc06c69-5f06-4d5e-b1a8-69e843bbe7f7;Sand;B19-Hovedbanen;2.6047;https://data.banenor.no/data/_station_f20d6cfe-2fd9-49c7-8039-bfd327c2e883;Dal;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_872426d4-9f58-445d-a680-22b9fee15e2b;https://data.banenor.no/data/_station_1fc06c69-5f06-4d5e-b1a8-69e843bbe7f7;Sand;B19-Hovedbanen;2.6047;https://data.banenor.no/data/_station_f20d6cfe-2fd9-49c7-8039-bfd327c2e883;Dal;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_875d8ef3-e344-4786-a4f4-ca5e1d9d955a;https://data.banenor.no/data/_station_4e1778b7-09b2-4dae-a285-1083cbbe7bb1;Selsbakk;B02-Dovrebanen;2.386;https://data.banenor.no/data/_station_fa697d6e-c573-4142-bb16-43522100b664;Trondheim S;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_875d8ef3-e344-4786-a4f4-ca5e1d9d955a;https://data.banenor.no/data/_station_4e1778b7-09b2-4dae-a285-1083cbbe7bb1;Selsbakk;B02-Dovrebanen;2.386;https://data.banenor.no/data/_station_fa697d6e-c573-4142-bb16-43522100b664;Trondheim S;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_88aaf308-50d5-4030-b628-19fdacfe42da;https://data.banenor.no/data/_station_044fd7b3-65fa-481a-8635-41df2e5d5719;Vennesla;B08-Sørlandsbanen;8.336;https://data.banenor.no/data/_station_d9303dbf-09bb-4f5f-90b4-422aa04c7e58;Langemyr;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_88aaf308-50d5-4030-b628-19fdacfe42da;https://data.banenor.no/data/_station_044fd7b3-65fa-481a-8635-41df2e5d5719;Vennesla;B08-Sørlandsbanen;8.336;https://data.banenor.no/data/_station_d9303dbf-09bb-4f5f-90b4-422aa04c7e58;Langemyr;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_88f69a5f-2db2-41f6-a029-ed198afb1a78;https://data.banenor.no/data/_station_52e70b22-3ee1-4aab-866c-b7901367ba58;Berg;B01-Østfoldbanen Vestre;3.8185;https://data.banenor.no/data/_station_e9deae84-8361-4098-93df-8152280079cb;Halden;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_88f69a5f-2db2-41f6-a029-ed198afb1a78;https://data.banenor.no/data/_station_52e70b22-3ee1-4aab-866c-b7901367ba58;Berg;B01-Østfoldbanen Vestre;3.8185;https://data.banenor.no/data/_station_e9deae84-8361-4098-93df-8152280079cb;Halden;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_89558fdf-91c1-4431-9bd5-ab5486212b25;https://data.banenor.no/data/_station_10c7f7e6-3e90-4972-aa11-4583e65b8910;Hjuksebø;B08-Sørlandsbanen;10.309899999999999;https://data.banenor.no/data/_station_d833b005-9a78-4ff9-b7bb-6151f4439753;Øysteinstul;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_89558fdf-91c1-4431-9bd5-ab5486212b25;https://data.banenor.no/data/_station_10c7f7e6-3e90-4972-aa11-4583e65b8910;Hjuksebø;B08-Sørlandsbanen;10.309899999999999;https://data.banenor.no/data/_station_d833b005-9a78-4ff9-b7bb-6151f4439753;Øysteinstul;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_8b02f5db-fde1-46e8-bdfb-92cd2c316ff6;https://data.banenor.no/data/_station_4ce45c18-1dd3-4273-98f9-d704a571b45e;Asker;B20-Drammensbanen;5.323;https://data.banenor.no/data/_station_c0ccaa4a-9ab9-41c4-b638-eebc0ab78c6e;Eriksrud;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_8b02f5db-fde1-46e8-bdfb-92cd2c316ff6;https://data.banenor.no/data/_station_4ce45c18-1dd3-4273-98f9-d704a571b45e;Asker;B20-Drammensbanen;5.323;https://data.banenor.no/data/_station_c0ccaa4a-9ab9-41c4-b638-eebc0ab78c6e;Eriksrud;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_8b1acf47-13f6-42cd-83ec-0d4bc367a548;https://data.banenor.no/data/_station_56c77448-509d-4787-9b39-b810e527bca2;Rolvsøy;B01-Østfoldbanen Vestre;4.1028;https://data.banenor.no/data/_station_e0995027-8943-48ca-be21-8d0f643b7bff;Sandesund;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_8b1acf47-13f6-42cd-83ec-0d4bc367a548;https://data.banenor.no/data/_station_56c77448-509d-4787-9b39-b810e527bca2;Rolvsøy;B01-Østfoldbanen Vestre;4.1028;https://data.banenor.no/data/_station_e0995027-8943-48ca-be21-8d0f643b7bff;Sandesund;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_8b1cf364-8853-46f3-b01f-9bb2eac7ad13;https://data.banenor.no/data/_station_0c0dd7be-32fa-4931-9c13-2f414fed692b;Melhus;B02-Dovrebanen;2.21;https://data.banenor.no/data/_station_67d0bbb0-2adc-4e1b-acfc-2276c669874e;Søberg;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_8b1cf364-8853-46f3-b01f-9bb2eac7ad13;https://data.banenor.no/data/_station_0c0dd7be-32fa-4931-9c13-2f414fed692b;Melhus;B02-Dovrebanen;2.21;https://data.banenor.no/data/_station_67d0bbb0-2adc-4e1b-acfc-2276c669874e;Søberg;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_8b4dbe86-7b4d-40cf-b2fe-6fc5c4c5a5b3;https://data.banenor.no/data/_station_6f4631b0-6e86-4f10-93e9-fd03d06534bc;Fauske;B05-Nordlandsbanen;28.31;https://data.banenor.no/data/_station_b9257fc6-105d-430f-9657-863281d14123;Oteråga;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_8b4dbe86-7b4d-40cf-b2fe-6fc5c4c5a5b3;https://data.banenor.no/data/_station_6f4631b0-6e86-4f10-93e9-fd03d06534bc;Fauske;B05-Nordlandsbanen;28.31;https://data.banenor.no/data/_station_b9257fc6-105d-430f-9657-863281d14123;Oteråga;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_8cde6ceb-ed35-4fee-a62a-7e24f6537a66;https://data.banenor.no/data/_station_30f4211e-265e-45bd-81c3-4b6858aa1459;Strandlykkja;B02-Dovrebanen;4.545;https://data.banenor.no/data/_station_9113ac32-7ee8-45ad-bf02-9ec162df7526;Espa;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_8cde6ceb-ed35-4fee-a62a-7e24f6537a66;https://data.banenor.no/data/_station_30f4211e-265e-45bd-81c3-4b6858aa1459;Strandlykkja;B02-Dovrebanen;4.545;https://data.banenor.no/data/_station_9113ac32-7ee8-45ad-bf02-9ec162df7526;Espa;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_8f625204-f39c-4b0b-8c65-3e8dfc9dca89;https://data.banenor.no/data/_station_c8323200-5738-44d5-b55e-c58a05a5a309;Krekling;B08-Sørlandsbanen;3.053;https://data.banenor.no/data/_station_f9ac7279-8f6d-4969-82ff-7d061b612380;Darbu;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_8f625204-f39c-4b0b-8c65-3e8dfc9dca89;https://data.banenor.no/data/_station_c8323200-5738-44d5-b55e-c58a05a5a309;Krekling;B08-Sørlandsbanen;3.053;https://data.banenor.no/data/_station_f9ac7279-8f6d-4969-82ff-7d061b612380;Darbu;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_8fb0f530-eb45-4be8-bc09-82fa9bbf9984;https://data.banenor.no/data/_station_6f4631b0-6e86-4f10-93e9-fd03d06534bc;Fauske;B05-Nordlandsbanen;25.338;https://data.banenor.no/data/_station_ccaf629b-91ce-4c87-9b23-a704d0722cb4;Rognan;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_8fb0f530-eb45-4be8-bc09-82fa9bbf9984;https://data.banenor.no/data/_station_6f4631b0-6e86-4f10-93e9-fd03d06534bc;Fauske;B05-Nordlandsbanen;25.338;https://data.banenor.no/data/_station_ccaf629b-91ce-4c87-9b23-a704d0722cb4;Rognan;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_8fdd322a-379c-4161-bb64-61707b13b102;https://data.banenor.no/data/_station_99f7c9b6-b4e8-4c7d-a71e-2191e448dd15;Katterat;B21-Ofotbanen;5.99;https://data.banenor.no/data/_station_fea3e39e-a3e0-4411-b4c5-46b644887615;Rombak;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_8fdd322a-379c-4161-bb64-61707b13b102;https://data.banenor.no/data/_station_99f7c9b6-b4e8-4c7d-a71e-2191e448dd15;Katterat;B21-Ofotbanen;5.99;https://data.banenor.no/data/_station_fea3e39e-a3e0-4411-b4c5-46b644887615;Rombak;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9026d957-4235-414f-b2b8-49ddec81f47d;https://data.banenor.no/data/_station_323386d5-c5b4-4d50-aac8-007f7852dbc7;Ustaoset;B07-Bergensbanen;10.083;https://data.banenor.no/data/_station_5b572ad0-750d-436d-96a6-55b4022015f3;Geilo;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9026d957-4235-414f-b2b8-49ddec81f47d;https://data.banenor.no/data/_station_323386d5-c5b4-4d50-aac8-007f7852dbc7;Ustaoset;B07-Bergensbanen;10.083;https://data.banenor.no/data/_station_5b572ad0-750d-436d-96a6-55b4022015f3;Geilo;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_91325a7a-c1d8-4d75-8ad3-90837bb1dedb;https://data.banenor.no/data/_station_29d2183d-0dd1-4b68-82cf-7c5cc0e8e5d7;Åsen;B05-Nordlandsbanen;7.38;https://data.banenor.no/data/_station_fa2f79ea-2b9c-4488-aafb-64ffea794a36;Ronglan;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_91325a7a-c1d8-4d75-8ad3-90837bb1dedb;https://data.banenor.no/data/_station_29d2183d-0dd1-4b68-82cf-7c5cc0e8e5d7;Åsen;B05-Nordlandsbanen;7.38;https://data.banenor.no/data/_station_fa2f79ea-2b9c-4488-aafb-64ffea794a36;Ronglan;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_915e0f10-6fbb-42c2-b659-06eca61d222d;https://data.banenor.no/data/_station_67474fd1-b72a-4ca5-b19d-1f1655097d58;Stange;B02-Dovrebanen;2.4461999999999997;https://data.banenor.no/data/_station_82fcb6c8-0992-415a-b13e-03624ddef065;Ottestad;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_915e0f10-6fbb-42c2-b659-06eca61d222d;https://data.banenor.no/data/_station_67474fd1-b72a-4ca5-b19d-1f1655097d58;Stange;B02-Dovrebanen;2.4461999999999997;https://data.banenor.no/data/_station_82fcb6c8-0992-415a-b13e-03624ddef065;Ottestad;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_93647c47-fcbc-4399-aef3-39e91a13b102;https://data.banenor.no/data/_station_30190ba6-1bd4-4483-a56c-d98113119383;Grorud;B19-Hovedbanen;0.848;https://data.banenor.no/data/_station_e64b1c11-8300-4ab8-8522-d77870acd047;Aker;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_93647c47-fcbc-4399-aef3-39e91a13b102;https://data.banenor.no/data/_station_30190ba6-1bd4-4483-a56c-d98113119383;Grorud;B19-Hovedbanen;0.848;https://data.banenor.no/data/_station_e64b1c11-8300-4ab8-8522-d77870acd047;Aker;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9366148c-7e8e-4ada-be98-2fdba53de690;https://data.banenor.no/data/_station_9e439d77-7b10-4ca0-96e5-7674448278b0;Nordagutu;B13-Bratsbergbanen;8.944;https://data.banenor.no/data/_station_e0618502-9601-4353-a151-5348a237287c;Valebø;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9366148c-7e8e-4ada-be98-2fdba53de690;https://data.banenor.no/data/_station_9e439d77-7b10-4ca0-96e5-7674448278b0;Nordagutu;B13-Bratsbergbanen;8.944;https://data.banenor.no/data/_station_e0618502-9601-4353-a151-5348a237287c;Valebø;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_93d56753-c859-401a-bc0e-31c80a835009;https://data.banenor.no/data/_station_639e2cde-be68-4c5a-890f-996395efbb98;Holmestrand;B09-Vestfoldbanen;1.64;https://data.banenor.no/data/_station_a0f7ae1a-a97d-426c-990c-c8e15f7c5139;Nykirke (kryssingsspor) ;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_93d56753-c859-401a-bc0e-31c80a835009;https://data.banenor.no/data/_station_639e2cde-be68-4c5a-890f-996395efbb98;Holmestrand;B09-Vestfoldbanen;1.64;https://data.banenor.no/data/_station_a0f7ae1a-a97d-426c-990c-c8e15f7c5139;Nykirke (kryssingsspor) ;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_93d85c3f-1543-48a7-a3af-eec9c80f41c3;https://data.banenor.no/data/_station_bb41fa27-ca31-4f00-9776-b7640c4a47ba;Garli;B02-Dovrebanen;9.2;https://data.banenor.no/data/_station_c5c748a4-fa58-4ea0-8666-1f4a223084bc;Berkåk;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_93d85c3f-1543-48a7-a3af-eec9c80f41c3;https://data.banenor.no/data/_station_bb41fa27-ca31-4f00-9776-b7640c4a47ba;Garli;B02-Dovrebanen;9.2;https://data.banenor.no/data/_station_c5c748a4-fa58-4ea0-8666-1f4a223084bc;Berkåk;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_94a484c1-7272-430f-90a9-0f990fa65809;https://data.banenor.no/data/_station_b2fa421f-6a31-4f9e-8454-0fc68aa03fad;Disenå;B03-Kongsvingerbanen;4.239199999999999;https://data.banenor.no/data/_station_e43f6ac5-2fff-46d9-aa75-66b906ac6985;Seterstøa;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_94a484c1-7272-430f-90a9-0f990fa65809;https://data.banenor.no/data/_station_b2fa421f-6a31-4f9e-8454-0fc68aa03fad;Disenå;B03-Kongsvingerbanen;4.239199999999999;https://data.banenor.no/data/_station_e43f6ac5-2fff-46d9-aa75-66b906ac6985;Seterstøa;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_94df3b2f-de8a-4c34-a8e8-e475e20618ea;https://data.banenor.no/data/_station_37a7205b-fb48-4bf4-8acf-39e8f6a2e4d3;Kråkstad;B10-Østfoldbanen Østre;4.577;https://data.banenor.no/data/_station_cc0be4c4-e83d-43b5-8ecc-797ba2ff68f8;Ski;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_94df3b2f-de8a-4c34-a8e8-e475e20618ea;https://data.banenor.no/data/_station_37a7205b-fb48-4bf4-8acf-39e8f6a2e4d3;Kråkstad;B10-Østfoldbanen Østre;4.577;https://data.banenor.no/data/_station_cc0be4c4-e83d-43b5-8ecc-797ba2ff68f8;Ski;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_96612f2a-759f-49dc-9611-19490f0478a3;https://data.banenor.no/data/_station_3f3f78ee-4ea4-42e2-9dc3-dcf4c3a43e32;Kongsvinger;B15-Solørbanen;30.618;https://data.banenor.no/data/_station_76780be2-6604-45e0-8a4b-e93ff026c91b;Kirkenær;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_96612f2a-759f-49dc-9611-19490f0478a3;https://data.banenor.no/data/_station_3f3f78ee-4ea4-42e2-9dc3-dcf4c3a43e32;Kongsvinger;B15-Solørbanen;30.618;https://data.banenor.no/data/_station_76780be2-6604-45e0-8a4b-e93ff026c91b;Kirkenær;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9a38428d-5287-4194-951c-992fe8195836;https://data.banenor.no/data/_station_05c08c84-d21a-4d0c-a252-5d252f3f7ce2;Asper;B19-Hovedbanen;1.842;https://data.banenor.no/data/_station_8415e716-31f6-4ae8-805f-a0d3ea5bb1ab;Kløfta;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9a38428d-5287-4194-951c-992fe8195836;https://data.banenor.no/data/_station_05c08c84-d21a-4d0c-a252-5d252f3f7ce2;Asper;B19-Hovedbanen;1.842;https://data.banenor.no/data/_station_8415e716-31f6-4ae8-805f-a0d3ea5bb1ab;Kløfta;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9a9b0658-4e45-4f46-b494-8add030ecbf9;https://data.banenor.no/data/_station_b28f7cd3-5d75-4970-851d-4c8d31d80622;Sander;B03-Kongsvingerbanen;6.5443;https://data.banenor.no/data/_station_dd953edc-15c5-406a-9439-193a4864e57d;Skarnes;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9a9b0658-4e45-4f46-b494-8add030ecbf9;https://data.banenor.no/data/_station_b28f7cd3-5d75-4970-851d-4c8d31d80622;Sander;B03-Kongsvingerbanen;6.5443;https://data.banenor.no/data/_station_dd953edc-15c5-406a-9439-193a4864e57d;Skarnes;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9d612e70-a765-4ee1-ba08-1746c0947c2a;https://data.banenor.no/data/_station_6e0ac348-aad1-4b5f-a9db-1a9f9abea841;Hen;B12-Randsfjordbanen;4.997;https://data.banenor.no/data/_station_d4b94398-1b33-4a77-a398-40fd718e1a9e;Hønefoss;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9d612e70-a765-4ee1-ba08-1746c0947c2a;https://data.banenor.no/data/_station_6e0ac348-aad1-4b5f-a9db-1a9f9abea841;Hen;B12-Randsfjordbanen;4.997;https://data.banenor.no/data/_station_d4b94398-1b33-4a77-a398-40fd718e1a9e;Hønefoss;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9dd609d8-2724-40a0-a417-5d127bbe85a5;https://data.banenor.no/data/_station_a8eeed8e-28cc-4492-81dc-07723f7bf2da;Skonseng;B05-Nordlandsbanen;11.258;https://data.banenor.no/data/_station_b5496d7b-f862-4b53-a81b-d88541b19161;Mo i Rana;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9dd609d8-2724-40a0-a417-5d127bbe85a5;https://data.banenor.no/data/_station_a8eeed8e-28cc-4492-81dc-07723f7bf2da;Skonseng;B05-Nordlandsbanen;11.258;https://data.banenor.no/data/_station_b5496d7b-f862-4b53-a81b-d88541b19161;Mo i Rana;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9e4505bb-c738-47a6-91ba-980e8b2b9901;https://data.banenor.no/data/_station_1fc06c69-5f06-4d5e-b1a8-69e843bbe7f7;Sand;B19-Hovedbanen;2.209;https://data.banenor.no/data/_station_93a6fdee-b4b6-4bff-9db8-ceaee7c60a64;Hauerseter;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9e4505bb-c738-47a6-91ba-980e8b2b9901;https://data.banenor.no/data/_station_1fc06c69-5f06-4d5e-b1a8-69e843bbe7f7;Sand;B19-Hovedbanen;2.209;https://data.banenor.no/data/_station_93a6fdee-b4b6-4bff-9db8-ceaee7c60a64;Hauerseter;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9e5a1b22-d683-436a-9877-f3a462af8c8b;https://data.banenor.no/data/_station_3384999a-2c0b-4f38-841d-fb848fcde2ed;Oppegård;B01-Østfoldbanen Vestre;1.0395;https://data.banenor.no/data/_station_deb9f8f3-7c8a-4084-971f-e02f2fbfe3fe;Myrvoll;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9e5a1b22-d683-436a-9877-f3a462af8c8b;https://data.banenor.no/data/_station_3384999a-2c0b-4f38-841d-fb848fcde2ed;Oppegård;B01-Østfoldbanen Vestre;1.0395;https://data.banenor.no/data/_station_deb9f8f3-7c8a-4084-971f-e02f2fbfe3fe;Myrvoll;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9e88853a-9880-431d-840f-f2e7b2e17a0d;https://data.banenor.no/data/_station_11a6a5c2-889f-495b-bb1e-ec7533f8acf3;Ogna;B08-Sørlandsbanen;2.676;https://data.banenor.no/data/_station_3ec963e1-fde3-4ed9-937f-e43afd5f3b7c;Brusand;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9e88853a-9880-431d-840f-f2e7b2e17a0d;https://data.banenor.no/data/_station_11a6a5c2-889f-495b-bb1e-ec7533f8acf3;Ogna;B08-Sørlandsbanen;2.676;https://data.banenor.no/data/_station_3ec963e1-fde3-4ed9-937f-e43afd5f3b7c;Brusand;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9f90fee0-36f5-4225-bca2-be73a7c17cd9;https://data.banenor.no/data/_station_dcc7c235-7287-46f2-a257-4b0dde66c863;Aspedammen;B01-Østfoldbanen Vestre;11.578100000000001;https://data.banenor.no/data/_station_e9deae84-8361-4098-93df-8152280079cb;Halden;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_9f90fee0-36f5-4225-bca2-be73a7c17cd9;https://data.banenor.no/data/_station_dcc7c235-7287-46f2-a257-4b0dde66c863;Aspedammen;B01-Østfoldbanen Vestre;11.578100000000001;https://data.banenor.no/data/_station_e9deae84-8361-4098-93df-8152280079cb;Halden;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_a2c26732-3fb6-4f0b-ab41-6a7c4a71685a;https://data.banenor.no/data/_station_1e1c27c6-e4a7-4c29-8ccd-8cbe2ec20bf6;Elverum;B15-Solørbanen;18.88;https://data.banenor.no/data/_station_9d6d40c6-d8cd-4403-8646-240b8087fa0c;Braskereidfoss;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_a2c26732-3fb6-4f0b-ab41-6a7c4a71685a;https://data.banenor.no/data/_station_1e1c27c6-e4a7-4c29-8ccd-8cbe2ec20bf6;Elverum;B15-Solørbanen;18.88;https://data.banenor.no/data/_station_9d6d40c6-d8cd-4403-8646-240b8087fa0c;Braskereidfoss;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_a2cdce3d-56cb-4212-aa1a-db812b5862a0;https://data.banenor.no/data/_station_52e70b22-3ee1-4aab-866c-b7901367ba58;Berg;B01-Østfoldbanen Vestre;2.9413;https://data.banenor.no/data/_station_aad3bb96-1895-4bdd-aaa2-b5d95018027f;Ingedal;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_a2cdce3d-56cb-4212-aa1a-db812b5862a0;https://data.banenor.no/data/_station_52e70b22-3ee1-4aab-866c-b7901367ba58;Berg;B01-Østfoldbanen Vestre;2.9413;https://data.banenor.no/data/_station_aad3bb96-1895-4bdd-aaa2-b5d95018027f;Ingedal;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_a40a27ee-4344-411e-b66d-bbee0d95486f;https://data.banenor.no/data/_station_01767330-9680-478f-94d6-366e5c35d8f0;Egersund;B08-Sørlandsbanen;13.353;https://data.banenor.no/data/_station_3a563cf8-89d2-4717-bef5-95636c1b5d1a;Helleland;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_a40a27ee-4344-411e-b66d-bbee0d95486f;https://data.banenor.no/data/_station_01767330-9680-478f-94d6-366e5c35d8f0;Egersund;B08-Sørlandsbanen;13.353;https://data.banenor.no/data/_station_3a563cf8-89d2-4717-bef5-95636c1b5d1a;Helleland;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_a5cd18c5-511d-4892-a605-884751e9a7d4;https://data.banenor.no/data/_station_2a2fdec6-a6ef-4e4a-85ea-4be875763447;Bekkedalshøgda;B23-Gardermobanen;5.2485;https://data.banenor.no/data/_station_c404df2a-72ea-441b-bb84-069afd73b45b;Eidsvoll;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_a5cd18c5-511d-4892-a605-884751e9a7d4;https://data.banenor.no/data/_station_2a2fdec6-a6ef-4e4a-85ea-4be875763447;Bekkedalshøgda;B23-Gardermobanen;5.2485;https://data.banenor.no/data/_station_c404df2a-72ea-441b-bb84-069afd73b45b;Eidsvoll;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_a61d12f5-4afa-415d-a3de-5a519d0199f9;https://data.banenor.no/data/_station_b4ed8be0-2435-47e6-babf-07a2f8241705;Lyser;B08-Sørlandsbanen;5.752;https://data.banenor.no/data/_station_d8affabb-0134-48a3-a5c0-3c09af2b602e;Gjerstad;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_a61d12f5-4afa-415d-a3de-5a519d0199f9;https://data.banenor.no/data/_station_b4ed8be0-2435-47e6-babf-07a2f8241705;Lyser;B08-Sørlandsbanen;5.752;https://data.banenor.no/data/_station_d8affabb-0134-48a3-a5c0-3c09af2b602e;Gjerstad;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_a72e6c22-fe53-4d89-81e4-042d0fa59c0e;https://data.banenor.no/data/_station_57791fd1-9c91-4a6d-80a1-70ba9b23dac7;Gudå;B16-Meråkerbanen;15.102;https://data.banenor.no/data/_station_7334ecb0-dfba-4302-8788-1bd7986e96ab;Kopperå;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
https://data.banenor.no/data/_line_section_a72e6c22-fe53-4d89-81e4-042d0fa59c0e;https://data.banenor.no/data/_station_57791fd1-9c91-4a6d-80a1-70ba9b23dac7;Gudå;B16-Meråkerbanen;15.102;https://data.banenor.no/data/_station_7334ecb0-dfba-4302-8788-1bd7986e96ab;Kopperå;http://publications.europa.eu/resource/authority/country/NOR;Norway;;
