era_SectionOfLine;era_SectionOfLine_era_opStart;era_SectionOfLine_era_opStart__label;era_SectionOfLine_era_nationalLine_rdfs_label;era_SectionOfLine_era_lengthOfSectionOfLine;era_SectionOfLine_era_opEnd;era_SectionOfLine_era_opEnd__label;CUSTOM_VAR_IN_COUNTRY;CUSTOM_VAR_IN_COUNTRY__label;__type;__label
http://data.europa.eu/949/sectionOfLine/a10bfd42c5;http://data.europa.eu/949/operationalPoint/f77033cc06;Arlanda nedre;30;1.85;http://data.europa.eu/949/operationalPoint/39d202fe41;Arlanda central;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/eb71184212;http://data.europa.eu/949/operationalPoint/39d202fe41;Arlanda central;30;7.858;http://data.europa.eu/949/operationalPoint/d8fa27042a;TRV-Atrain border Myrbacken;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/185243d4a4;http://data.europa.eu/949/operationalPoint/f81c7a49a9;Arlanda södra;30;0.64;http://data.europa.eu/949/operationalPoint/b2fdcc6606;Arlanda norra;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/179a624892;http://data.europa.eu/949/operationalPoint/f77033cc06;Arlanda nedre;30;1.26;http://data.europa.eu/949/operationalPoint/f81c7a49a9;Arlanda södra;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/2258bac426;http://data.europa.eu/949/operationalPoint/54ec9a6dda;TRV-Atrain border Skavstaby;30;4.889;http://data.europa.eu/949/operationalPoint/587cd2ddb5;Blackvreten;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/3d51a89d48;http://data.europa.eu/949/operationalPoint/587cd2ddb5;Blackvreten;30;3.002;http://data.europa.eu/949/operationalPoint/f77033cc06;Arlanda nedre;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/a78ae3c48e;http://data.europa.eu/949/operationalPoint/5c6f54f84a;Peberholm;98;11.455;http://data.europa.eu/949/operationalPoint/23158b1c78;Öresundsbro Konsortiet - Trafikverket km 281+810;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/fa9ef33ec6;http://data.europa.eu/949/operationalPoint/6d6ea5596a;Peberholm gränsen;98;0.106;http://data.europa.eu/949/operationalPoint/5c6f54f84a;Peberholm;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/e301fb7e27;http://data.europa.eu/949/operationalPoint/a98b5f90ed;Malmö godsbangård;24;2.811;http://data.europa.eu/949/operationalPoint/3c12983d7c;Malmö central;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/9d50e5f683;http://data.europa.eu/949/operationalPoint/da7d4d0567;Trollhättan;11;8.216;http://data.europa.eu/949/operationalPoint/075e6ad447;Velanda södra;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/558ca03d7d;http://data.europa.eu/949/operationalPoint/7d805f661f;Kolbäck;16;6.642;http://data.europa.eu/949/operationalPoint/1f2d296423;Munktorp;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/73e761f660;http://data.europa.eu/949/operationalPoint/6da9797e83;Krokvik;21;10.396;http://data.europa.eu/949/operationalPoint/9b3475eca8;Rautas;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/3f2544d37a;http://data.europa.eu/949/operationalPoint/08ace0fb01;Jörn;7;11.878;http://data.europa.eu/949/operationalPoint/9f5d1fd81c;Storträsk;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/08a68e9112;http://data.europa.eu/949/operationalPoint/6cb35b842d;Duved;20;23.747;http://data.europa.eu/949/operationalPoint/d88d9cc641;Ånn;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/59d8e52749;http://data.europa.eu/949/operationalPoint/cce9563a18;Söderby;1;1.349;http://data.europa.eu/949/operationalPoint/9ceae2d9cd;Garnudden;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/3fe4c64796;http://data.europa.eu/949/operationalPoint/7c8b920e12;Älmhult;2;10.992;http://data.europa.eu/949/operationalPoint/dbec299d0b;Tunneby;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/6a4382a3b4;http://data.europa.eu/949/operationalPoint/4c3d11aa06;Kistinge;3;7.401;http://data.europa.eu/949/operationalPoint/b1b0a5f402;Eldsberga;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/df4d4e9e5e;http://data.europa.eu/949/operationalPoint/e48e0db7dc;Öxnered;11;8.805;http://data.europa.eu/949/operationalPoint/da7d4d0567;Trollhättan;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/f9e02af020;http://data.europa.eu/949/operationalPoint/31dec8629a;Dingle;73;11.907;http://data.europa.eu/949/operationalPoint/b4771d9622;Rabbalshede;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/f64ffac7ba;http://data.europa.eu/949/operationalPoint/dc2ad57fc3;Bensjöbacken;8;5.604;http://data.europa.eu/949/operationalPoint/4db573d51e;Bräcke;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/d9e09936f8;http://data.europa.eu/949/operationalPoint/b923548426;Stockholms norra;27;3.829;http://data.europa.eu/949/operationalPoint/3190bb5f0b;Värtan;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/f19b04c8c8;http://data.europa.eu/949/operationalPoint/b9cb3763d0;Ängelsberg;63;4.252;http://data.europa.eu/949/operationalPoint/388146562e;Snyten;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/f592903d2d;http://data.europa.eu/949/operationalPoint/27db4bfe7b;Skogås;19;3.581;http://data.europa.eu/949/operationalPoint/916f94c116;Farsta strand;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/80d73f3460;http://data.europa.eu/949/operationalPoint/c92a326216;Rensjön;21;9.363;http://data.europa.eu/949/operationalPoint/53b078da69;Bergfors;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/0e92899c9b;http://data.europa.eu/949/operationalPoint/cb18057fc1;Salsta;5;9.859;http://data.europa.eu/949/operationalPoint/3eb90074c4;Järlebo;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/befc3186b4;http://data.europa.eu/949/operationalPoint/02144cc8e1;Vara;15;10.694;http://data.europa.eu/949/operationalPoint/013a0c9a36;Vedum;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/ea651259db;http://data.europa.eu/949/operationalPoint/2e33c55346;Båramo;84;2.167;http://data.europa.eu/949/operationalPoint/d6fcd80838;Skillingaryd;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/e98a1d0f1e;http://data.europa.eu/949/operationalPoint/4080014b61;Kristianstads central;13;1.419;http://data.europa.eu/949/operationalPoint/6ed579922c;Kristianstads södra;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/060caca8dc;http://data.europa.eu/949/operationalPoint/7b07602d9e;Östervärn;24;5.105;http://data.europa.eu/949/operationalPoint/ecb6dc7c4c;Fosieby;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/7756e5ec56;http://data.europa.eu/949/operationalPoint/9ffbc67936;Långvattnet;7;9.166;http://data.europa.eu/949/operationalPoint/aff2c15cf7;Trehörningsjö;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/4b05ba4eb8;http://data.europa.eu/949/operationalPoint/bce68f4cc8;Stockholms central;22;2.326;http://data.europa.eu/949/operationalPoint/0825ede7e3;Stockholms södra;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/d9c20545f4;http://data.europa.eu/949/operationalPoint/2c35cb6b89;Järneträsk;7;7.256;http://data.europa.eu/949/operationalPoint/204a1232a3;Korsträsk;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/bcfef82c82;http://data.europa.eu/949/operationalPoint/eb018a18c8;Bodens central;7;3.8;http://data.europa.eu/949/operationalPoint/8f71f1ef9f;Buddbyn;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/201462eda2;http://data.europa.eu/949/operationalPoint/d1528fd82a;Gimonäs;43;10.056;http://data.europa.eu/949/operationalPoint/889cdef3b7;Holmsund;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/d17d841fc3;http://data.europa.eu/949/operationalPoint/adb50df251;Floda;1;3.512;http://data.europa.eu/949/operationalPoint/01aa5de7e7;Stenkullen;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/f442cb22b7;http://data.europa.eu/949/operationalPoint/f62dbb4620;Göteborg Marieholm;23;2.185;http://data.europa.eu/949/operationalPoint/dd74a34278;Gamlestaden;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/55d76611cf;http://data.europa.eu/949/operationalPoint/39fd70581f;Lubboträsk;7;7.423;http://data.europa.eu/949/operationalPoint/0d6fc80ca9;Åsträsk;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/ea8be88735;http://data.europa.eu/949/operationalPoint/ecb6dc7c4c;Fosieby;24;1.528;http://data.europa.eu/949/operationalPoint/2607fc1637;Lockarp;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/86205c68a8;http://data.europa.eu/949/operationalPoint/f387e14cd9;Hässleholm;13;6.315;http://data.europa.eu/949/operationalPoint/a4d3562a20;Attarp;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/fc031a1184;http://data.europa.eu/949/operationalPoint/fe38eea532;Gällö;20;14.603;http://data.europa.eu/949/operationalPoint/a0259727e5;Pilgrimstad;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/aeffae3c4e;http://data.europa.eu/949/operationalPoint/3eb90074c4;Järlebo;5;11.081;http://data.europa.eu/949/operationalPoint/5a50ad78f4;Örbyhus;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/02c9349860;http://data.europa.eu/949/operationalPoint/70490b39ef;Löcknamon;9;13.845;http://data.europa.eu/949/operationalPoint/4d02a4c28c;Jakobshyttan;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/b0ec506cba;http://data.europa.eu/949/operationalPoint/a7c46726cb;Rällså;10;11.23;http://data.europa.eu/949/operationalPoint/7c80e75b65;Kopparberg;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/3957cd9a4d;http://data.europa.eu/949/operationalPoint/aa27f118f0;Gistad;2;9.045;http://data.europa.eu/949/operationalPoint/4d4db59882;Linghem;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/b80bea58ac;http://data.europa.eu/949/operationalPoint/eda3fbbb37;Vallvik;5;2.987;http://data.europa.eu/949/operationalPoint/ad88a47d63;Ljusne bruk;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/e35e390048;http://data.europa.eu/949/operationalPoint/66bc1c4e54;Rörvik;2;9.011;http://data.europa.eu/949/operationalPoint/3ba9bea0db;Grevaryd;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/e729af12fa;http://data.europa.eu/949/operationalPoint/ecde6f7570;Sävastklinten;7;1.738;http://data.europa.eu/949/operationalPoint/31bea9157f;Sävast;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/5764ec2d5a;http://data.europa.eu/949/operationalPoint/9349a4af84;Degerfors;12;3.057;http://data.europa.eu/949/operationalPoint/a7af6eb548;Strömtorp;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/2748742e20;http://data.europa.eu/949/operationalPoint/eca81cd7b8;Helsingborgs godsbangård;3;18.638;http://data.europa.eu/949/operationalPoint/b9cc445180;Landskrona Östra;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/5018fa086b;http://data.europa.eu/949/operationalPoint/cbf411cede;Karlstads östra;12;1.178;http://data.europa.eu/949/operationalPoint/0a0acb8af0;Karlstads central;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/5c3bf5b287;http://data.europa.eu/949/operationalPoint/f514b433fd;Håmojåkk;21;11.754;http://data.europa.eu/949/operationalPoint/14bf3cb2a6;Harrå;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/86fe4e71d7;http://data.europa.eu/949/operationalPoint/4080014b61;Kristianstads central;13;1.27;http://data.europa.eu/949/operationalPoint/766aa4411a;Kristianstad GBG;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/dae7389805;http://data.europa.eu/949/operationalPoint/fb0c354cda;Vattjom;20;5.804;http://data.europa.eu/949/operationalPoint/76eeb5d1a2;Töva;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/a2090c54d1;http://data.europa.eu/949/operationalPoint/85005464b1;Markaryd;33;20.891;http://data.europa.eu/949/operationalPoint/e5763fdc21;Bjärnum;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/7b4693d04c;http://data.europa.eu/949/operationalPoint/001a3bacf5;Åkarp;24;2.734;http://data.europa.eu/949/operationalPoint/83b92b7e3a;Burlöv;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/71baedaec5;http://data.europa.eu/949/operationalPoint/632130a0c8;Högsjö;1;11.037;http://data.europa.eu/949/operationalPoint/1f833d50ff;Kilsmo;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/b20ce675ad;http://data.europa.eu/949/operationalPoint/adbc3d42da;Svedala;90;8.655;http://data.europa.eu/949/operationalPoint/b7af46604d;Lemmeströ;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/891f2a6fd8;http://data.europa.eu/949/operationalPoint/9123254b0a;Ekträsk;7;9.6;http://data.europa.eu/949/operationalPoint/39fd70581f;Lubboträsk;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/bb11ac0adf;http://data.europa.eu/949/operationalPoint/2aeae4aa75;Huddinge;1;2.518;http://data.europa.eu/949/operationalPoint/6a844ff364;Flemingsberg;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/454f8fece8;http://data.europa.eu/949/operationalPoint/2f3c5500bf;Gällivare central;21;10.685;http://data.europa.eu/949/operationalPoint/5b7a46f88d;Sikträsk;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/6e99c4e899;http://data.europa.eu/949/operationalPoint/c147dd2946;Nuortikon;21;10.817;http://data.europa.eu/949/operationalPoint/9e27ba785c;Ripats;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/753ebb3bcc;http://data.europa.eu/949/operationalPoint/a98b5f90ed;Malmö godsbangård;24;1.931;http://data.europa.eu/949/operationalPoint/7b07602d9e;Östervärn;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/f0a2717a70;http://data.europa.eu/949/operationalPoint/0d032944de;Forsheda;84;15.138;http://data.europa.eu/949/operationalPoint/568ae13b2d;Reftele;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/99465a86bf;http://data.europa.eu/949/operationalPoint/de9c8dc5ce;Katrineholms central;1;10.928;http://data.europa.eu/949/operationalPoint/3b23f68daa;Strångsjö;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/ea0f151e49;http://data.europa.eu/949/operationalPoint/c6e0bdecd8;Heberg;3;11.534;http://data.europa.eu/949/operationalPoint/32bdc256a6;Brännarp;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/22dd96d49e;http://data.europa.eu/949/operationalPoint/990b88fb96;Gussi;5;8.51;http://data.europa.eu/949/operationalPoint/5cdef13d38;Söderhamns västra;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/f174c463ab;http://data.europa.eu/949/operationalPoint/05328aaa1a;Källene;5;8.692;http://data.europa.eu/949/operationalPoint/a1586e27da;Losesjön;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/c285dfde8d;http://data.europa.eu/949/operationalPoint/55e26320d8;Pålsjö;3;2.019;http://data.europa.eu/949/operationalPoint/89411257bf;Helsingborgs central;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/b3ad4137da;http://data.europa.eu/949/operationalPoint/98e568379d;Callans såg;20;2.147;http://data.europa.eu/949/operationalPoint/2e17e205a1;Johannisberg;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/2cc4cdb628;http://data.europa.eu/949/operationalPoint/ace5a2e33f;Vedevåg;10;8.85;http://data.europa.eu/949/operationalPoint/b81b68dd36;Lindesberg;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/da4b1349cb;http://data.europa.eu/949/operationalPoint/12d08c58e7;Hössjön;28;7.863;http://data.europa.eu/949/operationalPoint/67377cbeae;Norrmjöle;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/dafa1cc917;http://data.europa.eu/949/operationalPoint/fa28eff377;Vekerum;88;5.944;http://data.europa.eu/949/operationalPoint/504d09f905;Karlshamn;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/5819fac514;http://data.europa.eu/949/operationalPoint/d0a91c0192;Öreälv;7;5.472;http://data.europa.eu/949/operationalPoint/939669ec47;Högbränna;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/905d573925;http://data.europa.eu/949/operationalPoint/f4d138afe4;Ängelholm;3;6.948;http://data.europa.eu/949/operationalPoint/9ef10c5604;Vegeholm;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/5041acd6e9;http://data.europa.eu/949/operationalPoint/c3706609ed;Mosås;9;9.602;http://data.europa.eu/949/operationalPoint/7a91cda42c;Örebro central;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/498e0f0e47;http://data.europa.eu/949/operationalPoint/a0775f27af;Värmlands Bro;11;7.894;http://data.europa.eu/949/operationalPoint/50f1996db2;Byälven;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/93d8a68542;http://data.europa.eu/949/operationalPoint/e5e27af108;Forshem;75;29.287;http://data.europa.eu/949/operationalPoint/a1ea9ab117;Lidköping;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/0f0cf0ec9e;http://data.europa.eu/949/operationalPoint/1757363e5f;Bro;16;4.144;http://data.europa.eu/949/operationalPoint/a44d36281b;Toresta;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/6f234727bd;http://data.europa.eu/949/operationalPoint/029516b360;Fränsta;20;9.348;http://data.europa.eu/949/operationalPoint/f0ba7e6cab;Torpshammar;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/07521d8694;http://data.europa.eu/949/operationalPoint/20d84bae93;Lerum;1;5.465;http://data.europa.eu/949/operationalPoint/bbaa012da3;Jonsered östra;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/f943cccfd5;http://data.europa.eu/949/operationalPoint/6eae9a5dbe;Sävenäs rangerbangård;23;1.812;http://data.europa.eu/949/operationalPoint/1e0f686470;Göteborg Sävenäs;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/808f16c168;http://data.europa.eu/949/operationalPoint/c5e0e09b8a;Skurup;90;5.763;http://data.europa.eu/949/operationalPoint/62bb68171d;Rydsgård;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/5ed799e70a;http://data.europa.eu/949/operationalPoint/ba9b2f3357;Nyköping södra;18;3.142;http://data.europa.eu/949/operationalPoint/b5a3079011;Nyköpings central;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/69238e5107;http://data.europa.eu/949/operationalPoint/60420f98e0;Östavall;8;8.349;http://data.europa.eu/949/operationalPoint/317fa995ee;Alby;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/4febd9e39c;http://data.europa.eu/949/operationalPoint/c7797ad6b8;Östra Grevie;26;6.776;http://data.europa.eu/949/operationalPoint/aa70ce4856;Skytts Vemmerlöv;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/0a3016e26e;http://data.europa.eu/949/operationalPoint/2dbcfb1a8c;Gamlarp;2;3.231;http://data.europa.eu/949/operationalPoint/95ea2ad491;Nässjö central;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/b7f58462b8;http://data.europa.eu/949/operationalPoint/77a84d1865;Vimnarp;2;3.079;http://data.europa.eu/949/operationalPoint/2dbcfb1a8c;Gamlarp;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/9de1e3dec2;http://data.europa.eu/949/operationalPoint/8a26fdbfd9;Källeryd;1;11.355;http://data.europa.eu/949/operationalPoint/bab7303672;Herrljunga central;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/647a81d289;http://data.europa.eu/949/operationalPoint/632b01ee48;Stavreviken;31;2.09;http://data.europa.eu/949/operationalPoint/2764a7e43b;Söråkers södra;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/899de53cba;http://data.europa.eu/949/operationalPoint/2ead3e343b;Flen;1;0.873;http://data.europa.eu/949/operationalPoint/d948bc81ea;Flens övre;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/0592ea26bd;http://data.europa.eu/949/operationalPoint/c949fea588;Bollebygd;4;3.049;http://data.europa.eu/949/operationalPoint/b50574d4fa;Rödberg;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/89f31bfd9f;http://data.europa.eu/949/operationalPoint/51b2d63062;Bruksberget;29;11.374;http://data.europa.eu/949/operationalPoint/5330522674;Kosjärv;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/1a5a6eaa17;http://data.europa.eu/949/operationalPoint/d1ff5e091d;Rekarne;17;14.529;http://data.europa.eu/949/operationalPoint/2e33ea7f05;Kungsör;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/f48c385951;http://data.europa.eu/949/operationalPoint/e077af4ce3;Smedjebacken;63;6.244;http://data.europa.eu/949/operationalPoint/0d9dd6d739;Hagge;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/5dd0d85338;http://data.europa.eu/949/operationalPoint/0816b12e4b;Dalgränsen;9;7.557;http://data.europa.eu/949/operationalPoint/f466ba479f;Hästbo;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/6eb1ae7e70;http://data.europa.eu/949/operationalPoint/c79db802cd;Fångsjöbacken;7;7.295;http://data.europa.eu/949/operationalPoint/4b6b59d133;Graninge;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/9311c567cd;http://data.europa.eu/949/operationalPoint/b99afe0ba7;Gunsen;45;3.689;http://data.europa.eu/949/operationalPoint/365dcbc177;Ursviken;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/d77bcb8006;http://data.europa.eu/949/operationalPoint/4964f6d2a3;Viskafors;77;21.173;http://data.europa.eu/949/operationalPoint/2d51c2c91d;Skene;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/b55c7e0be2;http://data.europa.eu/949/operationalPoint/dbc1dd9dfa;Nättraby;4;7.939;http://data.europa.eu/949/operationalPoint/61c8131038;Gullberna;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/66e7bf346c;http://data.europa.eu/949/operationalPoint/4eeb3bdb44;Hemfosa;19;5.634;http://data.europa.eu/949/operationalPoint/f1cf7dbf6d;Tungelsta;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/7c531803df;http://data.europa.eu/949/operationalPoint/bce68f4cc8;Stockholms central;22;2.077;http://data.europa.eu/949/operationalPoint/4d7c73e990;Karlberg;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/63811824ce;http://data.europa.eu/949/operationalPoint/14ecc8e877;Betåsen;46;14.439;http://data.europa.eu/949/operationalPoint/a06041db77;Tågsjöberg;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/5c82d21202;http://data.europa.eu/949/operationalPoint/25a8089b7a;Kilafors;8;11.192;http://data.europa.eu/949/operationalPoint/df9bee44ea;Mobodarne;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/ea7abf98d4;http://data.europa.eu/949/operationalPoint/8146e28974;Segersäng;19;5.278;http://data.europa.eu/949/operationalPoint/4eeb3bdb44;Hemfosa;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/d3d339d461;http://data.europa.eu/949/operationalPoint/5ce044aee3;Svalöv;32;5.338;http://data.europa.eu/949/operationalPoint/f09492944b;Teckomatorp;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
