id,LINKSEQUENCE_OID,VALID_FROM,VALID_TO,START_NODE_OID,END_NODE_OID,START_MEASURE,END_MEASURE,LENGTH,EXTENT_LENGTH
78,7ba3f6e3-25cb-4b21-9108-be77d8e26efc,18991231,99991231,4f7567ff-dd7a-4c6f-82a2-f2f27478e5a1,dfbd04ae-ff1f-48cf-920b-e3a247206076,0,1,581.125976875981,0.01
79,f42721b4-abe0-4a68-9982-b2ebcff6a5c2,18991231,99991231,4f7567ff-dd7a-4c6f-82a2-f2f27478e5a1,dfbd04ae-ff1f-48cf-920b-e3a247206076,0,1,584.990751143277,0.01
80,"04c4174e-4689-4552-a24c-32807a7ff336",18991231,99991231,e5230e14-38a9-4acb-b529-40be6161298d,92c6974c-cd23-4605-9509-1cf2fc54f962,0,1,38.9728623532335,0.001
81,51d728ae-d741-42bd-a429-47b2f83edd49,18991231,99991231,e5230e14-38a9-4acb-b529-40be6161298d,67801459-a6a0-4168-a578-00d318f54922,0,1,509.988251298865,0.009
82,815bdfc6-e95b-49cd-8f7a-1a5a269e5556,18991231,99991231,92c6974c-cd23-4605-9509-1cf2fc54f962,"0731a1ff-c2f3-4656-90f9-5cbcb8cc8c5c",0,1,46.9308011864277,0.001
83,97dc5f59-2dcc-46a6-88ba-11ef6c856a6d,18991231,99991231,92c6974c-cd23-4605-9509-1cf2fc54f962,67801459-a6a0-4168-a578-00d318f54922,0,1,471.002986083953,0.008
84,cfac7fec-2217-400e-99d9-0316562085e6,18991231,99991231,"0731a1ff-c2f3-4656-90f9-5cbcb8cc8c5c",6928abf5-77c0-46f2-9e8d-a8eb17d24e72,0,1,71.709936549965,0.001
85,a348664b-6591-4e1f-a9b3-b6c403ffb799,18991231,99991231,6928abf5-77c0-46f2-9e8d-a8eb17d24e72,b5dea652-74de-40b6-b1b1-e5a5b523ac3a,0,1,238.17339775886,0.004
86,f431b3a4-24bf-434d-8a47-c4b5cecc2392,18991231,99991231,b5dea652-74de-40b6-b1b1-e5a5b523ac3a,aa042276-08b2-4091-910d-6b73e40d9810,0,1,135.580515999303,0.002
87,"01b189d1-7936-46cf-8723-6d33d549f91d",18991231,99991231,b5dea652-74de-40b6-b1b1-e5a5b523ac3a,aa042276-08b2-4091-910d-6b73e40d9810,0,1,135.397034091704,0.002
88,"0f0c94a5-1409-4298-aaf3-bcc6e80d248d",18991231,99991231,aa042276-08b2-4091-910d-6b73e40d9810,b930ba2d-c9dd-4b00-a310-949cd8f5feef,0,1,44.8218797017707,0.001
89,c25fe495-ba28-473b-bcda-96b60b406c9e,18991231,99991231,67801459-a6a0-4168-a578-00d318f54922,b930ba2d-c9dd-4b00-a310-949cd8f5feef,0,1,63.0738654277665,0.001
90,f5dc989f-1306-49fa-af93-c756dab27731,18991231,99991231,dfbd04ae-ff1f-48cf-920b-e3a247206076,9cfb5b73-4c3e-4703-8c88-b220eb68a56b,0,1,91.623497531916,0.002
91,444bd133-8aeb-4b15-abc2-228ceeeb5c60,18991231,99991231,b930ba2d-c9dd-4b00-a310-949cd8f5feef,99a679b8-f703-47ad-9835-25a5a4ad98c6,0,1,50.60632371552,0.001
92,a84e5232-46d0-4d03-8875-ab941d2c6024,18991231,99991231,99a679b8-f703-47ad-9835-25a5a4ad98c6,9cfb5b73-4c3e-4703-8c88-b220eb68a56b,0,1,47.3514360922164,0.001
93,a020bc44-793d-41f4-85d0-8f5440d3aba7,18991231,99991231,9cfb5b73-4c3e-4703-8c88-b220eb68a56b,81382b4c-1873-4f97-826c-be1f989429a3,0,1,486.318025803168,0.008
94,66317e82-2e28-4afe-a91c-efc89dbe1da5,18991231,99991231,81382b4c-1873-4f97-826c-be1f989429a3,56751de5-84eb-4eed-8c37-f6d15d172846,0,1,116.088347391114,0.002
95,c873a303-6285-4ad7-89cd-c0b77adbf349,18991231,99991231,f035ef6d-b191-4b7e-aabc-c848941176df,81382b4c-1873-4f97-826c-be1f989429a3,0,1,352.297894498094,0.006
96,30e2f40d-67e7-4a0c-8406-b2170ec49f94,18991231,99991231,cebb48b8-feb0-47f5-8d9b-b5a5aef72e9e,ac3b31da-52a7-4737-ad6e-c46d70e2f530,0,1,379.571494647206,0.006
97,93807414-38af-4198-a851-efb65736e082,18991231,99991231,cebb48b8-feb0-47f5-8d9b-b5a5aef72e9e,d385e778-1d31-4402-ae2b-f2ff13212969,0,1,158.401285132759,0.003
98,4e55189a-b762-475a-8f66-6c7a4ae760d6,18991231,99991231,ac3b31da-52a7-4737-ad6e-c46d70e2f530,99a679b8-f703-47ad-9835-25a5a4ad98c6,0,1,482.54185384599,0.006
99,ed65362c-e1ab-4b31-b668-17b9ba303d12,18991231,99991231,ac3b31da-52a7-4737-ad6e-c46d70e2f530,c64fecf5-34e5-4a05-a930-a0f0dfde4430,0,1,12.9183435470157,0
100,d799062b-0b1e-4adc-9f7a-2a0b87fc3e9d,18991231,99991231,c64fecf5-34e5-4a05-a930-a0f0dfde4430,20313c1f-f18f-45ee-a464-734bb0deeafe,0,1,316.386807866715,0.004
101,c0e02dc0-72aa-40da-850f-80c73b0d7420,18991231,99991231,c64fecf5-34e5-4a05-a930-a0f0dfde4430,a28aeec2-3ba6-4f3e-be8b-5bf585ccd876,0,1,47.5666195982474,0.001
102,2432c46b-4167-42b6-a0b9-0390342e6205,18991231,99991231,20313c1f-f18f-45ee-a464-734bb0deeafe,a73eed5a-94d9-4aab-acd5-f298a85cfb59,0,1,120.434772802547,0.002
103,61774f16-7fa6-4843-83c3-6aad5e3585aa,18991231,99991231,88d2df3b-db43-4c5e-87ab-3298c3dd748f,20313c1f-f18f-45ee-a464-734bb0deeafe,0,1,37.3501941092636,0.001
104,6648cfa6-f79f-4adc-b806-ae22c11f8d6f,18991231,99991231,a28aeec2-3ba6-4f3e-be8b-5bf585ccd876,f3a4c90c-be4f-46a2-8ee5-65914b1b374d,0,1,297.401528183035,0.005
105,fad28128-d9f0-43e1-8696-074096b33fe4,18991231,99991231,a28aeec2-3ba6-4f3e-be8b-5bf585ccd876,f3a4c90c-be4f-46a2-8ee5-65914b1b374d,0,1,299.147442140856,0.005
106,40bdd86e-d0df-4448-9b4c-3ffc048f42d9,18991231,99991231,f3a4c90c-be4f-46a2-8ee5-65914b1b374d,d0f67ccc-dc42-44ea-a214-418615253280,0,1,108.259472428248,0.002
107,"04cfa550-5be2-40fe-b05a-b0d28729ec31",18991231,99991231,d385e778-1d31-4402-ae2b-f2ff13212969,e90740ea-53e9-4cbf-8fb3-6c22dfb3fbfb,0,1,332.487177307785,0.006
108,ea427841-99de-4bb1-8c78-4ecda11d881e,18991231,99991231,d385e778-1d31-4402-ae2b-f2ff13212969,26304dcf-4b39-4f33-864a-8854642c818d,0,1,388.916030361853,0.007
109,8be40513-4362-4119-80f2-58620d7aca60,18991231,99991231,26304dcf-4b39-4f33-864a-8854642c818d,6ebdca8e-9c7b-4770-9286-5d145ea1998c,0,1,132.694147745838,0.002
110,ddfe2d6f-ba9c-4e89-96a6-9035c49369a6,18991231,99991231,26304dcf-4b39-4f33-864a-8854642c818d,2ee7409d-7bf9-4d12-aa70-21ca0c9e6333,0,1,395.887834115403,0.007
111,dd6db4fd-a9e5-43b9-986d-f07d6e2073b6,18991231,99991231,2ee7409d-7bf9-4d12-aa70-21ca0c9e6333,"01bd3385-69d1-4173-9d6f-4eeb67f951ed",0,1,111.663640201734,0.002
112,69406b20-779a-42ec-9f66-38745fe21ad2,18991231,99991231,2ee7409d-7bf9-4d12-aa70-21ca0c9e6333,d06b2775-3da3-4a25-9574-4f961962d115,0,1,69.156982293959,0.001
113,98f8b9e3-9746-41ee-898b-c902f6b253ec,18991231,99991231,"01bd3385-69d1-4173-9d6f-4eeb67f951ed",252b848c-fa22-4515-be8c-382903c389f2,0,1,96.4785422357697,0.002
114,368a691c-eab7-49ae-9af5-e4c913aa64ba,18991231,99991231,"01bd3385-69d1-4173-9d6f-4eeb67f951ed",3357e7ea-b388-42c0-a735-49ae5de46117,0,1,48.6832969302614,0.001
115,6b0a2a4f-ae35-40ec-a1a2-d26210750693,18991231,99991231,3357e7ea-b388-42c0-a735-49ae5de46117,"086a91c7-b18e-4c46-ac53-a02cea968a2e",0,1,88.6231848897341,0.001
116,8832575d-c2e7-40ff-9485-5c0d133510ba,18991231,99991231,3357e7ea-b388-42c0-a735-49ae5de46117,2333cec8-7f9e-4a60-be6a-95267c811196,0,1,49.9756280600854,0.001
117,44d18c01-c0eb-412f-b017-e1ae0df95229,18991231,99991231,d06b2775-3da3-4a25-9574-4f961962d115,cfe55370-24dd-405d-a4b2-fd3c96529260,0,1,697.693340647099,0.012
118,2438950a-1cf8-440d-99bb-660520ce8b2f,18991231,99991231,d06b2775-3da3-4a25-9574-4f961962d115,476814fa-9478-4420-a567-febe2bcda6bd,0,1,72.7896750920032,0.001
119,1928d135-213c-41f9-b32e-21937198ae48,18991231,99991231,476814fa-9478-4420-a567-febe2bcda6bd,f95f2144-354c-49ea-86a3-189da6e13ce4,0,1,193.784216800317,0.003
120,cd50b71e-ffdc-450b-8215-911b3ec2ee35,18991231,99991231,476814fa-9478-4420-a567-febe2bcda6bd,96423ebf-1579-4dd4-92f0-820706793b6f,0,1,110.148242382713,0.002
121,d1beab14-c43f-413a-bf34-8993e4a7a50e,18991231,99991231,f95f2144-354c-49ea-86a3-189da6e13ce4,90266ba5-1d01-4ae3-a853-9d7b5a271da2,0,1,286.013433697259,0.005
122,791960ad-050d-46ab-abec-f4388c640bdc,18991231,99991231,96423ebf-1579-4dd4-92f0-820706793b6f,f95f2144-354c-49ea-86a3-189da6e13ce4,0,1,83.6900382362922,0.001
123,6f6de780-ff4f-43f6-b0e3-fd16e7f81421,18991231,99991231,96423ebf-1579-4dd4-92f0-820706793b6f,90266ba5-1d01-4ae3-a853-9d7b5a271da2,0,1,368.815165767403,0.006
124,b0d6439a-35b5-4821-b886-09a0f44b02af,18991231,99991231,90266ba5-1d01-4ae3-a853-9d7b5a271da2,4fc759cc-f206-42c6-aac4-fdf2b3c6b7d1,0,1,112.889840109678,0.002
125,dff38656-ed5b-45a9-83d6-b01ab265704e,18991231,99991231,8c4ea993-bd01-4635-83c6-95180bd1f34d,7c2b949b-57b7-4ba3-8f64-436b2cf73bad,0,1,70.3414102787214,0.001
126,ade4aaeb-51b1-4003-a814-398baf9472cd,18991231,99991231,407f2b43-b2e1-4043-af5a-42f5246eef8a,bd41e725-c8a7-409b-b22e-b6993065594d,0,1,27.1921496023909,0
127,f9e3cba2-4bc4-4a21-9efc-8084a295e238,18991231,99991231,3427cb9c-c5b6-486c-a1b7-e7b557e87d3c,28caa5fe-f98f-4b5e-bb1f-a42e38d0fff2,0,1,156.790646317253,0.003
