era_OperationalPoint;era_OperationalPoint_era_opType;era_OperationalPoint_era_opType__label;era_OperationalPoint_era_uopid;era_OperationalPoint_era_primaryLocation;era_OperationalPoint_era_primaryLocation__label;era_OperationalPoint_era_netReference_geosparql_hasGeometry_geosparql_asWKT;era_OperationalPoint_era_opName;CUSTOM_VAR_IN_COUNTRY;CUSTOM_VAR_IN_COUNTRY__label
https://data.banenor.no/data/_station_11d551f8-a546-4eec-a6f3-bca56c3df5eb;http://data.europa.eu/949/concepts/op-types/10;station;NOSBO;https://data.banenor.no/data/_primaryLocation_NO00527;NO00527;POINT(11.118603 59.286235);Sarpsborg;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_11d551f8-a546-4eec-a6f3-bca56c3df5eb;http://data.europa.eu/949/concepts/op-types/10;station;NOSBO;https://data.banenor.no/data/_primaryLocation_NO00527;NO00527;POINT(11.118603 59.286235);Sarpsborg;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_11d551f8-a546-4eec-a6f3-bca56c3df5eb;http://data.europa.eu/949/concepts/op-types/10;station;NOSBO;https://data.banenor.no/data/_primaryLocation_NO00527;NO00527;POINT(11.118189 59.286059);Sarpsborg;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_11d551f8-a546-4eec-a6f3-bca56c3df5eb;http://data.europa.eu/949/concepts/op-types/10;station;NOSBO;https://data.banenor.no/data/_primaryLocation_NO00527;NO00527;POINT(11.118189 59.286059);Sarpsborg;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_11d551f8-a546-4eec-a6f3-bca56c3df5eb;http://data.europa.eu/949/concepts/op-types/10;station;NOSBO;https://data.banenor.no/data/_primaryLocation_NO00527;NO00527;POINT(11.118607 59.28623);Sarpsborg;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_11d551f8-a546-4eec-a6f3-bca56c3df5eb;http://data.europa.eu/949/concepts/op-types/10;station;NOSBO;https://data.banenor.no/data/_primaryLocation_NO00527;NO00527;POINT(11.118607 59.28623);Sarpsborg;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_11d551f8-a546-4eec-a6f3-bca56c3df5eb;http://data.europa.eu/949/concepts/op-types/10;station;NOSBO;https://data.banenor.no/data/_primaryLocation_NO00527;NO00527;POINT(11.118271 59.286088);Sarpsborg;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_11d551f8-a546-4eec-a6f3-bca56c3df5eb;http://data.europa.eu/949/concepts/op-types/10;station;NOSBO;https://data.banenor.no/data/_primaryLocation_NO00527;NO00527;POINT(11.118271 59.286088);Sarpsborg;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_11d551f8-a546-4eec-a6f3-bca56c3df5eb;http://data.europa.eu/949/concepts/op-types/10;station;NOSBO;https://data.banenor.no/data/_primaryLocation_NO00527;NO00527;POINT(11.118353 59.286117);Sarpsborg;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_11d551f8-a546-4eec-a6f3-bca56c3df5eb;http://data.europa.eu/949/concepts/op-types/10;station;NOSBO;https://data.banenor.no/data/_primaryLocation_NO00527;NO00527;POINT(11.118353 59.286117);Sarpsborg;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_11d551f8-a546-4eec-a6f3-bca56c3df5eb;http://data.europa.eu/949/concepts/op-types/10;station;NOSBO;https://data.banenor.no/data/_primaryLocation_NO00527;NO00527;POINT(11.118548 59.286187);Sarpsborg;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_11d551f8-a546-4eec-a6f3-bca56c3df5eb;http://data.europa.eu/949/concepts/op-types/10;station;NOSBO;https://data.banenor.no/data/_primaryLocation_NO00527;NO00527;POINT(11.118548 59.286187);Sarpsborg;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_11d551f8-a546-4eec-a6f3-bca56c3df5eb;http://data.europa.eu/949/concepts/op-types/10;station;NOSBO;https://data.banenor.no/data/_primaryLocation_NO00527;NO00527;POINT(11.11842 59.28614);Sarpsborg;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_11d551f8-a546-4eec-a6f3-bca56c3df5eb;http://data.europa.eu/949/concepts/op-types/10;station;NOSBO;https://data.banenor.no/data/_primaryLocation_NO00527;NO00527;POINT(11.11842 59.28614);Sarpsborg;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_11d551f8-a546-4eec-a6f3-bca56c3df5eb;http://data.europa.eu/949/concepts/op-types/10;station;NOSBO;https://data.banenor.no/data/_primaryLocation_NO00527;NO00527;POINT(11.11871 59.286386);Sarpsborg;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_11d551f8-a546-4eec-a6f3-bca56c3df5eb;http://data.europa.eu/949/concepts/op-types/10;station;NOSBO;https://data.banenor.no/data/_primaryLocation_NO00527;NO00527;POINT(11.11871 59.286386);Sarpsborg;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_11d551f8-a546-4eec-a6f3-bca56c3df5eb;http://data.europa.eu/949/concepts/op-types/10;station;NOSBO;https://data.banenor.no/data/_primaryLocation_NO00527;NO00527;POINT(11.118482 59.28616);Sarpsborg;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_11d551f8-a546-4eec-a6f3-bca56c3df5eb;http://data.europa.eu/949/concepts/op-types/10;station;NOSBO;https://data.banenor.no/data/_primaryLocation_NO00527;NO00527;POINT(11.118482 59.28616);Sarpsborg;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_12686e30-3792-4dc4-9ed2-53003c1dd672;http://data.europa.eu/949/concepts/op-types/10;station;NOMÆ;https://data.banenor.no/data/_primaryLocation_NO01312;NO01312;GEOMETRYCOLLECTION(LINESTRING(11.42049074 63.93648927, 11.42048954 63.93649273, 11.42047106 63.93654593, 11.42045239 63.93659913, 11.4204057 63.93673217, 11.42036856 63.93683856, 11.42022079 63.9372643, 11.42015604 63.93745053, 11.42010997 63.93758365, 11.42008257 63.93766348, 11.4200641 63.93771668, 11.42005497 63.93774332, 11.419935 63.93808922, 11.41978805 63.93851503, 11.41976045 63.93859487, 11.41975152 63.9386215, 11.41971478 63.93872798, 11.41969631 63.93878118, 11.41967804 63.93883437, 11.41963196 63.93896749, 11.41958609 63.93910051, 11.41956895 63.9391503), LINESTRING(11.42294627 63.92938395, 11.42294508 63.92938744, 11.42292703 63.92944072, 11.42289031 63.9295471, 11.42284487 63.92968021, 11.42283554 63.92970677, 11.42282662 63.92973349, 11.42281729 63.92976005, 11.42280836 63.92978669, 11.42274447 63.92997299, 11.42269842 63.93010602, 11.42268929 63.93013266, 11.42265216 63.93023906, 11.42250529 63.93066488, 11.42244098 63.93085119, 11.42233994 63.93114389, 11.42231215 63.93122373, 11.42225676 63.9313834, 11.42222937 63.93146324, 11.42210967 63.93180913, 11.42206361 63.93194226, 11.42203623 63.93202209, 11.42202689 63.93204864, 11.42195345 63.9322616, 11.42186153 63.93252765, 11.42183373 63.93260749, 11.42178788 63.93274061, 11.42175095 63.932847, 11.4216497 63.9331397, 11.42158558 63.93332601, 11.42155778 63.93340585, 11.42151193 63.93353897, 11.42139241 63.93388486, 11.42137374 63.93393806, 11.42135548 63.93399134, 11.42131854 63.93409773, 11.42122662 63.93436388, 11.42117163 63.93452355, 11.42102389 63.93494929, 11.42087656 63.93537511, 11.42084917 63.93545495, 11.42079376 63.93561462, 11.4207205 63.93582748, 11.42063749 63.93606699, 11.42060969 63.93614683, 11.42060014 63.9361733, 11.42059123 63.93620011, 11.42054515 63.93633306, 11.42049074 63.93648927), LINESTRING(11.42360211 63.92748111, 11.42352254 63.92771073, 11.42349516 63.92779056, 11.42334811 63.92821638, 11.42325643 63.92848253, 11.42320126 63.9286422, 11.42312824 63.92885515, 11.42304568 63.92909465, 11.42294627 63.92938395), LINESTRING(11.42294627 63.92938395, 11.42283687 63.9296702, 11.42279231 63.92975679, 11.42274368 63.92983392, 11.42268438 63.92993171, 11.4226422 63.93001502, 11.4226064 63.93009912, 11.42257368 63.93019036, 11.42253815 63.93028936, 11.42249939 63.93040054, 11.42245692 63.93052543, 11.42242428 63.93061999, 11.42239189 63.9307175, 11.42236207 63.93079989, 11.42232967 63.93089265, 11.42229559 63.93098947, 11.42225646 63.93110344, 11.42221771 63.93121714, 11.42217694 63.9313358, 11.42213901 63.93143997, 11.42208998 63.93158355, 11.42204763 63.93170754, 11.42200357 63.93183767, 11.42196575 63.93194084, 11.42193538 63.93203814, 11.42189667 63.93214761, 11.42185866 63.93226049, 11.42182051 63.93237166, 11.42179532 63.93244158, 11.42174959 63.9325808, 11.42172521 63.93265052, 11.42168834 63.93275772, 11.42163856 63.93290195, 11.42159559 63.93302595, 11.42156807 63.93310426, 11.42152788 63.93322264, 11.42148503 63.9333479, 11.42142887 63.93350588, 11.42137338 63.93366924, 11.42131903 63.93382449, 11.42126513 63.93398019, 11.42121623 63.93412063, 11.42116155 63.9342768, 11.42111353 63.93441794, 11.42106086 63.93456895, 11.4210134 63.93470488, 11.42096284 63.93484256, 11.4209133 63.93499684, 11.42086086 63.93515063, 11.42080125 63.9353207, 11.42074303 63.93549739, 11.42069363 63.9356391, 11.4206504 63.93576966, 11.42061856 63.93588306, 11.42059978 63.93598708, 11.42059194 63.93609963, 11.42058339 63.93617313, 11.42057286 63.93623328, 11.42049074 63.93648927));Mære;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_12686e30-3792-4dc4-9ed2-53003c1dd672;http://data.europa.eu/949/concepts/op-types/10;station;NOMÆ;https://data.banenor.no/data/_primaryLocation_NO01312;NO01312;GEOMETRYCOLLECTION(LINESTRING(11.42049074 63.93648927, 11.42048954 63.93649273, 11.42047106 63.93654593, 11.42045239 63.93659913, 11.4204057 63.93673217, 11.42036856 63.93683856, 11.42022079 63.9372643, 11.42015604 63.93745053, 11.42010997 63.93758365, 11.42008257 63.93766348, 11.4200641 63.93771668, 11.42005497 63.93774332, 11.419935 63.93808922, 11.41978805 63.93851503, 11.41976045 63.93859487, 11.41975152 63.9386215, 11.41971478 63.93872798, 11.41969631 63.93878118, 11.41967804 63.93883437, 11.41963196 63.93896749, 11.41958609 63.93910051, 11.41956895 63.9391503), LINESTRING(11.42294627 63.92938395, 11.42294508 63.92938744, 11.42292703 63.92944072, 11.42289031 63.9295471, 11.42284487 63.92968021, 11.42283554 63.92970677, 11.42282662 63.92973349, 11.42281729 63.92976005, 11.42280836 63.92978669, 11.42274447 63.92997299, 11.42269842 63.93010602, 11.42268929 63.93013266, 11.42265216 63.93023906, 11.42250529 63.93066488, 11.42244098 63.93085119, 11.42233994 63.93114389, 11.42231215 63.93122373, 11.42225676 63.9313834, 11.42222937 63.93146324, 11.42210967 63.93180913, 11.42206361 63.93194226, 11.42203623 63.93202209, 11.42202689 63.93204864, 11.42195345 63.9322616, 11.42186153 63.93252765, 11.42183373 63.93260749, 11.42178788 63.93274061, 11.42175095 63.932847, 11.4216497 63.9331397, 11.42158558 63.93332601, 11.42155778 63.93340585, 11.42151193 63.93353897, 11.42139241 63.93388486, 11.42137374 63.93393806, 11.42135548 63.93399134, 11.42131854 63.93409773, 11.42122662 63.93436388, 11.42117163 63.93452355, 11.42102389 63.93494929, 11.42087656 63.93537511, 11.42084917 63.93545495, 11.42079376 63.93561462, 11.4207205 63.93582748, 11.42063749 63.93606699, 11.42060969 63.93614683, 11.42060014 63.9361733, 11.42059123 63.93620011, 11.42054515 63.93633306, 11.42049074 63.93648927), LINESTRING(11.42360211 63.92748111, 11.42352254 63.92771073, 11.42349516 63.92779056, 11.42334811 63.92821638, 11.42325643 63.92848253, 11.42320126 63.9286422, 11.42312824 63.92885515, 11.42304568 63.92909465, 11.42294627 63.92938395), LINESTRING(11.42294627 63.92938395, 11.42283687 63.9296702, 11.42279231 63.92975679, 11.42274368 63.92983392, 11.42268438 63.92993171, 11.4226422 63.93001502, 11.4226064 63.93009912, 11.42257368 63.93019036, 11.42253815 63.93028936, 11.42249939 63.93040054, 11.42245692 63.93052543, 11.42242428 63.93061999, 11.42239189 63.9307175, 11.42236207 63.93079989, 11.42232967 63.93089265, 11.42229559 63.93098947, 11.42225646 63.93110344, 11.42221771 63.93121714, 11.42217694 63.9313358, 11.42213901 63.93143997, 11.42208998 63.93158355, 11.42204763 63.93170754, 11.42200357 63.93183767, 11.42196575 63.93194084, 11.42193538 63.93203814, 11.42189667 63.93214761, 11.42185866 63.93226049, 11.42182051 63.93237166, 11.42179532 63.93244158, 11.42174959 63.9325808, 11.42172521 63.93265052, 11.42168834 63.93275772, 11.42163856 63.93290195, 11.42159559 63.93302595, 11.42156807 63.93310426, 11.42152788 63.93322264, 11.42148503 63.9333479, 11.42142887 63.93350588, 11.42137338 63.93366924, 11.42131903 63.93382449, 11.42126513 63.93398019, 11.42121623 63.93412063, 11.42116155 63.9342768, 11.42111353 63.93441794, 11.42106086 63.93456895, 11.4210134 63.93470488, 11.42096284 63.93484256, 11.4209133 63.93499684, 11.42086086 63.93515063, 11.42080125 63.9353207, 11.42074303 63.93549739, 11.42069363 63.9356391, 11.4206504 63.93576966, 11.42061856 63.93588306, 11.42059978 63.93598708, 11.42059194 63.93609963, 11.42058339 63.93617313, 11.42057286 63.93623328, 11.42049074 63.93648927));Mære;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_12686e30-3792-4dc4-9ed2-53003c1dd672;http://data.europa.eu/949/concepts/op-types/10;station;NOMÆ;https://data.banenor.no/data/_primaryLocation_NO01312;NO01312;POINT(11.420799 63.9356);Mære;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_12686e30-3792-4dc4-9ed2-53003c1dd672;http://data.europa.eu/949/concepts/op-types/10;station;NOMÆ;https://data.banenor.no/data/_primaryLocation_NO01312;NO01312;POINT(11.420799 63.9356);Mære;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_12686e30-3792-4dc4-9ed2-53003c1dd672;http://data.europa.eu/949/concepts/op-types/10;station;NOMÆ;https://data.banenor.no/data/_primaryLocation_NO01312;NO01312;POINT(11.420709 63.935594);Mære;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_12686e30-3792-4dc4-9ed2-53003c1dd672;http://data.europa.eu/949/concepts/op-types/10;station;NOMÆ;https://data.banenor.no/data/_primaryLocation_NO01312;NO01312;POINT(11.420709 63.935594);Mære;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_1292d903-c847-4011-9f3d-54a96d4b90bd;http://data.europa.eu/949/concepts/op-types/10;station;NOTYR;https://data.banenor.no/data/_primaryLocation_NO01615;NO01615;GEOMETRYCOLLECTION(LINESTRING(10.11177757 60.08502723, 10.1121628 60.08508596, 10.11254252 60.08514131, 10.11306529 60.08522178, 10.1133146 60.08525847, 10.11347881 60.08528242, 10.11383455 60.08534067, 10.11404543 60.0853784, 10.11426211 60.08542291, 10.11444962 60.08546615, 10.11465366 60.08551947, 10.11481936 60.08556612, 10.11498531 60.08562031, 10.11516468 60.08568318, 10.11536815 60.0857622, 10.11559243 60.08586142, 10.1157808 60.08595628, 10.11594683 60.08604998, 10.1161026 60.08614834, 10.11625232 60.08625376, 10.11637579 60.08634872, 10.11649628 60.08645627, 10.11659933 60.08655858, 10.11669408 60.08667039, 10.11675273 60.08674604, 10.11678517 60.08679103, 10.11682949 60.08685756, 10.11686553 60.08692397, 10.11689822 60.08698692, 10.11692229 60.0870396, 10.11695298 60.08711244, 10.11697007 60.08716573, 10.11698608 60.08721929, 10.11699936 60.08727181, 10.11700805 60.08732121, 10.11701775 60.08738489, 10.11702316 60.08742786, 10.11702856 60.08748133, 10.11702732 60.08753486, 10.11702478 60.08758429), LINESTRING(10.10349977 60.08195499, 10.10351727 60.0819859, 10.10355312 60.08204765, 10.10363753 60.08217994, 10.10371841 60.08230328, 10.10382921 60.08245627, 10.10393545 60.0825908, 10.10403612 60.0827041, 10.10413866 60.08280876, 10.10423594 60.08290125, 10.10435274 60.08300229, 10.10447841 60.08310505, 10.10461016 60.08320165, 10.10475877 60.08330242, 10.10489963 60.08339158, 10.10497456 60.08343397, 10.10512718 60.08352007, 10.10527133 60.08359493, 10.10546457 60.08368635, 10.10569349 60.08379103, 10.10608391 60.08394653, 10.1064805 60.08408734, 10.1069181 60.08422916, 10.1072218 60.08430672, 10.10745909 60.08436068, 10.1076773 60.08440303, 10.10782071 60.08442886, 10.10826407 60.08450076, 10.1086785 60.08456212, 10.10911484 60.08462833, 10.10949786 60.08468582, 10.10991358 60.0847478, 10.11031594 60.08480836, 10.11073151 60.0848716, 10.11177757 60.08502723), LINESTRING(10.10272004 60.0798605, 10.10273847 60.07993086, 10.1027668 60.08004709, 10.10278728 60.08012756, 10.10280813 60.08021386, 10.10283172 60.08030652, 10.10285154 60.08038897, 10.10286868 60.08045528, 10.10289247 60.08054874, 10.10291927 60.08064613, 10.10294818 60.08074764, 10.10297766 60.08084464, 10.1030069 60.08093438, 10.10303932 60.08102777, 10.10307226 60.0811155, 10.10310436 60.0811939, 10.10313696 60.08127121, 10.1031784 60.08136578, 10.10321822 60.08144915, 10.10326271 60.0815383, 10.10329954 60.08160768, 10.1033442 60.08169091, 10.10339701 60.08178656, 10.10342582 60.08183652, 10.1034508 60.08187941, 10.10349977 60.08195499), LINESTRING(10.10883531 60.08454249, 10.10892115 60.08455605, 10.10904835 60.08457537, 10.10929115 60.08461123, 10.10960695 60.08465824, 10.10985752 60.08469529, 10.11016701 60.08474154, 10.11033955 60.08476757, 10.11054605 60.08479835, 10.11072032 60.08482742, 10.11086245 60.08485218, 10.11103041 60.08488615, 10.11118032 60.08491811, 10.11138829 60.08496028, 10.11177757 60.08502723), LINESTRING(10.10349977 60.08195499, 10.10362681 60.08213342, 10.10368997 60.08221066, 10.10376682 60.08229426, 10.10388448 60.08242115, 10.10401115 60.08255937, 10.10412347 60.08267715, 10.10424404 60.08279953, 10.10437256 60.0829178, 10.10450585 60.08302786, 10.10464015 60.08313082, 10.10478724 60.08323456, 10.10495654 60.08334127, 10.1050127 60.08337582, 10.10522358 60.08349493, 10.1054276 60.08359668, 10.10565621 60.08370315, 10.10583199 60.08377775, 10.10600068 60.08384449, 10.10619638 60.08391784, 10.10639017 60.08398824, 10.10656698 60.08405034, 10.10679269 60.08412361, 10.10700424 60.08418731, 10.10722592 60.08424724, 10.10741132 60.08429229, 10.10766703 60.08434888, 10.10780421 60.08437638, 10.10799399 60.08441259, 10.10825793 60.08445699, 10.10849861 60.08449395, 10.10883531 60.08454249));Tyristrand;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_1292d903-c847-4011-9f3d-54a96d4b90bd;http://data.europa.eu/949/concepts/op-types/10;station;NOTYR;https://data.banenor.no/data/_primaryLocation_NO01615;NO01615;GEOMETRYCOLLECTION(LINESTRING(10.11177757 60.08502723, 10.1121628 60.08508596, 10.11254252 60.08514131, 10.11306529 60.08522178, 10.1133146 60.08525847, 10.11347881 60.08528242, 10.11383455 60.08534067, 10.11404543 60.0853784, 10.11426211 60.08542291, 10.11444962 60.08546615, 10.11465366 60.08551947, 10.11481936 60.08556612, 10.11498531 60.08562031, 10.11516468 60.08568318, 10.11536815 60.0857622, 10.11559243 60.08586142, 10.1157808 60.08595628, 10.11594683 60.08604998, 10.1161026 60.08614834, 10.11625232 60.08625376, 10.11637579 60.08634872, 10.11649628 60.08645627, 10.11659933 60.08655858, 10.11669408 60.08667039, 10.11675273 60.08674604, 10.11678517 60.08679103, 10.11682949 60.08685756, 10.11686553 60.08692397, 10.11689822 60.08698692, 10.11692229 60.0870396, 10.11695298 60.08711244, 10.11697007 60.08716573, 10.11698608 60.08721929, 10.11699936 60.08727181, 10.11700805 60.08732121, 10.11701775 60.08738489, 10.11702316 60.08742786, 10.11702856 60.08748133, 10.11702732 60.08753486, 10.11702478 60.08758429), LINESTRING(10.10349977 60.08195499, 10.10351727 60.0819859, 10.10355312 60.08204765, 10.10363753 60.08217994, 10.10371841 60.08230328, 10.10382921 60.08245627, 10.10393545 60.0825908, 10.10403612 60.0827041, 10.10413866 60.08280876, 10.10423594 60.08290125, 10.10435274 60.08300229, 10.10447841 60.08310505, 10.10461016 60.08320165, 10.10475877 60.08330242, 10.10489963 60.08339158, 10.10497456 60.08343397, 10.10512718 60.08352007, 10.10527133 60.08359493, 10.10546457 60.08368635, 10.10569349 60.08379103, 10.10608391 60.08394653, 10.1064805 60.08408734, 10.1069181 60.08422916, 10.1072218 60.08430672, 10.10745909 60.08436068, 10.1076773 60.08440303, 10.10782071 60.08442886, 10.10826407 60.08450076, 10.1086785 60.08456212, 10.10911484 60.08462833, 10.10949786 60.08468582, 10.10991358 60.0847478, 10.11031594 60.08480836, 10.11073151 60.0848716, 10.11177757 60.08502723), LINESTRING(10.10272004 60.0798605, 10.10273847 60.07993086, 10.1027668 60.08004709, 10.10278728 60.08012756, 10.10280813 60.08021386, 10.10283172 60.08030652, 10.10285154 60.08038897, 10.10286868 60.08045528, 10.10289247 60.08054874, 10.10291927 60.08064613, 10.10294818 60.08074764, 10.10297766 60.08084464, 10.1030069 60.08093438, 10.10303932 60.08102777, 10.10307226 60.0811155, 10.10310436 60.0811939, 10.10313696 60.08127121, 10.1031784 60.08136578, 10.10321822 60.08144915, 10.10326271 60.0815383, 10.10329954 60.08160768, 10.1033442 60.08169091, 10.10339701 60.08178656, 10.10342582 60.08183652, 10.1034508 60.08187941, 10.10349977 60.08195499), LINESTRING(10.10883531 60.08454249, 10.10892115 60.08455605, 10.10904835 60.08457537, 10.10929115 60.08461123, 10.10960695 60.08465824, 10.10985752 60.08469529, 10.11016701 60.08474154, 10.11033955 60.08476757, 10.11054605 60.08479835, 10.11072032 60.08482742, 10.11086245 60.08485218, 10.11103041 60.08488615, 10.11118032 60.08491811, 10.11138829 60.08496028, 10.11177757 60.08502723), LINESTRING(10.10349977 60.08195499, 10.10362681 60.08213342, 10.10368997 60.08221066, 10.10376682 60.08229426, 10.10388448 60.08242115, 10.10401115 60.08255937, 10.10412347 60.08267715, 10.10424404 60.08279953, 10.10437256 60.0829178, 10.10450585 60.08302786, 10.10464015 60.08313082, 10.10478724 60.08323456, 10.10495654 60.08334127, 10.1050127 60.08337582, 10.10522358 60.08349493, 10.1054276 60.08359668, 10.10565621 60.08370315, 10.10583199 60.08377775, 10.10600068 60.08384449, 10.10619638 60.08391784, 10.10639017 60.08398824, 10.10656698 60.08405034, 10.10679269 60.08412361, 10.10700424 60.08418731, 10.10722592 60.08424724, 10.10741132 60.08429229, 10.10766703 60.08434888, 10.10780421 60.08437638, 10.10799399 60.08441259, 10.10825793 60.08445699, 10.10849861 60.08449395, 10.10883531 60.08454249));Tyristrand;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_1292d903-c847-4011-9f3d-54a96d4b90bd;http://data.europa.eu/949/concepts/op-types/10;station;NOTYR;https://data.banenor.no/data/_primaryLocation_NO01615;NO01615;POINT(10.106501 60.084027);Tyristrand;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_1292d903-c847-4011-9f3d-54a96d4b90bd;http://data.europa.eu/949/concepts/op-types/10;station;NOTYR;https://data.banenor.no/data/_primaryLocation_NO01615;NO01615;POINT(10.106501 60.084027);Tyristrand;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_1292d903-c847-4011-9f3d-54a96d4b90bd;http://data.europa.eu/949/concepts/op-types/10;station;NOTYR;https://data.banenor.no/data/_primaryLocation_NO01615;NO01615;POINT(10.106437 60.084072);Tyristrand;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_1292d903-c847-4011-9f3d-54a96d4b90bd;http://data.europa.eu/949/concepts/op-types/10;station;NOTYR;https://data.banenor.no/data/_primaryLocation_NO01615;NO01615;POINT(10.106437 60.084072);Tyristrand;http://publications.europa.eu/resource/authority/country/NOR;Norway
