era_OperationalPoint;era_OperationalPoint_era_opType;era_OperationalPoint_era_opType__label;era_OperationalPoint_era_uopid;era_OperationalPoint_era_primaryLocation;era_OperationalPoint_era_primaryLocation__label;era_OperationalPoint_era_netReference_geosparql_hasGeometry_geosparql_asWKT;era_OperationalPoint_era_opName;CUSTOM_VAR_IN_COUNTRY;CUSTOM_VAR_IN_COUNTRY__label
https://data.banenor.no/data/_station_745d26dd-ce96-4186-88dc-aa46b06bf988;http://data.europa.eu/949/concepts/op-types/10;station;NOHEL;https://data.banenor.no/data/_primaryLocation_NO01208;NO01208;POINT(10.898906 63.446269);Hell;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_745d26dd-ce96-4186-88dc-aa46b06bf988;http://data.europa.eu/949/concepts/op-types/10;station;NOHEL;https://data.banenor.no/data/_primaryLocation_NO01208;NO01208;POINT(10.898906 63.446269);Hell;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_745d26dd-ce96-4186-88dc-aa46b06bf988;http://data.europa.eu/949/concepts/op-types/10;station;NOHEL;https://data.banenor.no/data/_primaryLocation_NO01208;NO01208;POINT(10.898914 63.446228);Hell;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_745d26dd-ce96-4186-88dc-aa46b06bf988;http://data.europa.eu/949/concepts/op-types/10;station;NOHEL;https://data.banenor.no/data/_primaryLocation_NO01208;NO01208;POINT(10.898914 63.446228);Hell;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_745d26dd-ce96-4186-88dc-aa46b06bf988;http://data.europa.eu/949/concepts/op-types/10;station;NOHEL;https://data.banenor.no/data/_primaryLocation_NO01208;NO01208;POINT(10.898926 63.446171);Hell;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_745d26dd-ce96-4186-88dc-aa46b06bf988;http://data.europa.eu/949/concepts/op-types/10;station;NOHEL;https://data.banenor.no/data/_primaryLocation_NO01208;NO01208;POINT(10.898926 63.446171);Hell;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_74b2b301-f2ca-49a1-a6a9-d90fc6a0149a;http://data.europa.eu/949/concepts/op-types/10;station;NOBER;https://data.banenor.no/data/_primaryLocation_NO02359;NO02359;POINT(7.094847 60.787679);Berekvam;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_74b2b301-f2ca-49a1-a6a9-d90fc6a0149a;http://data.europa.eu/949/concepts/op-types/10;station;NOBER;https://data.banenor.no/data/_primaryLocation_NO02359;NO02359;POINT(7.094847 60.787679);Berekvam;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_74b2b301-f2ca-49a1-a6a9-d90fc6a0149a;http://data.europa.eu/949/concepts/op-types/10;station;NOBER;https://data.banenor.no/data/_primaryLocation_NO02359;NO02359;POINT(7.094948 60.787655);Berekvam;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_74b2b301-f2ca-49a1-a6a9-d90fc6a0149a;http://data.europa.eu/949/concepts/op-types/10;station;NOBER;https://data.banenor.no/data/_primaryLocation_NO02359;NO02359;POINT(7.094948 60.787655);Berekvam;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_74b2b301-f2ca-49a1-a6a9-d90fc6a0149a;http://data.europa.eu/949/concepts/op-types/10;station;NOBER;https://data.banenor.no/data/_primaryLocation_NO02359;NO02359;GEOMETRYCOLLECTION(LINESTRING(7.09688393 60.78855802, 7.0969886 60.78859589, 7.09700588 60.78860214, 7.09722655 60.78868852, 7.09736016 60.78874969, 7.09743613 60.78878534, 7.0975053 60.78882413, 7.09759379 60.78887487, 7.0976704 60.78892445, 7.09778982 60.78902062, 7.09789957 60.78912474, 7.0979991 60.78925574, 7.09805444 60.78937597, 7.09809518 60.78952248, 7.09810187 60.78962648, 7.09808797 60.78970918, 7.09806728 60.78978846, 7.09804101 60.78985032, 7.09800972 60.78991319, 7.09779887 60.79022184, 7.09773174 60.79033135, 7.09769135 60.79041134, 7.09767648 60.79044839, 7.09765923 60.79049842), LINESTRING(7.09461066 60.78637209, 7.0945679 60.78650422, 7.09452931 60.78662806, 7.09450321 60.78675207, 7.09449113 60.78685024, 7.09450458 60.78697643, 7.0945493 60.78712983, 7.09460506 60.78726434, 7.09467835 60.78743764, 7.09473614 60.78754425, 7.09482389 60.78765677, 7.09493179 60.787764, 7.09502251 60.78783588, 7.09514571 60.78791756, 7.09527172 60.78798913, 7.09539591 60.78805106, 7.09554795 60.78811132, 7.09574834 60.78818951, 7.09591644 60.78825153, 7.09605905 60.7883034, 7.09615821 60.78833839, 7.09632867 60.7883946, 7.09650797 60.78844753, 7.09669691 60.78849897, 7.09688393 60.78855802), LINESTRING(7.09735124 60.78380178, 7.09728524 60.7838585, 7.09721493 60.78391651, 7.09718286 60.7839368, 7.09712561 60.78397299, 7.09661845 60.78422633, 7.09651166 60.78426451, 7.09641688 60.78429846, 7.09623612 60.78435409, 7.0960587 60.78440303, 7.09584976 60.78446312, 7.09573532 60.78450011, 7.09559493 60.78454715, 7.0954838 60.78459353, 7.09536957 60.78464239, 7.09526646 60.78469597, 7.09517106 60.78474958, 7.0950647 60.78482064, 7.094987 60.78488231, 7.09491672 60.78494903, 7.09485469 60.78501604, 7.0947967 60.78508626, 7.09475334 60.78515129, 7.09471393 60.7852303, 7.0946801 60.78532035, 7.09466758 60.78539507, 7.09465615 60.78545769, 7.09465401 60.78552465, 7.09466284 60.78563264, 7.09467362 60.78576041, 7.09467917 60.78580925, 7.09468585 60.7858794, 7.09468789 60.7859625, 7.09467815 60.78607695, 7.09465448 60.78620334, 7.09462798 60.78630054, 7.09462395 60.78631534, 7.09461066 60.78637209), LINESTRING(7.09461066 60.78637209, 7.09459124 60.7864856, 7.0945847 60.78654613, 7.09458174 60.78660213, 7.09458078 60.78665232, 7.09458339 60.78670732, 7.09458681 60.78675505, 7.09459233 60.78680426, 7.09459644 60.78684644, 7.09460629 60.78689714, 7.09461901 60.78695201, 7.09463339 60.78700996, 7.09464902 60.78706542, 7.09466892 60.78712317, 7.09469246 60.78718476, 7.09471527 60.78724606, 7.09474128 60.78730606, 7.09476832 60.78736752, 7.09479813 60.78742856, 7.09482922 60.78748971, 7.09486666 60.78755221, 7.09490239 60.78760328, 7.09494819 60.78765503, 7.0949996 60.78770506, 7.09505726 60.78775806, 7.09511798 60.78780598, 7.09518662 60.78785357, 7.09525409 60.78789925, 7.0953254 60.78794211, 7.09540286 60.78798353, 7.09548239 60.78802409, 7.09556185 60.78805979, 7.09563636 60.7880921, 7.09571481 60.78812303, 7.09580728 60.78815919, 7.0959052 60.78819641, 7.09600626 60.78823323, 7.09610464 60.78826893, 7.09619378 60.78830243, 7.0962981 60.78834011, 7.09639574 60.78837589, 7.09649362 60.78841374, 7.09658473 60.78844511, 7.09665958 60.78847482, 7.09688393 60.78855802));Berekvam;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_74b2b301-f2ca-49a1-a6a9-d90fc6a0149a;http://data.europa.eu/949/concepts/op-types/10;station;NOBER;https://data.banenor.no/data/_primaryLocation_NO02359;NO02359;GEOMETRYCOLLECTION(LINESTRING(7.09688393 60.78855802, 7.0969886 60.78859589, 7.09700588 60.78860214, 7.09722655 60.78868852, 7.09736016 60.78874969, 7.09743613 60.78878534, 7.0975053 60.78882413, 7.09759379 60.78887487, 7.0976704 60.78892445, 7.09778982 60.78902062, 7.09789957 60.78912474, 7.0979991 60.78925574, 7.09805444 60.78937597, 7.09809518 60.78952248, 7.09810187 60.78962648, 7.09808797 60.78970918, 7.09806728 60.78978846, 7.09804101 60.78985032, 7.09800972 60.78991319, 7.09779887 60.79022184, 7.09773174 60.79033135, 7.09769135 60.79041134, 7.09767648 60.79044839, 7.09765923 60.79049842), LINESTRING(7.09461066 60.78637209, 7.0945679 60.78650422, 7.09452931 60.78662806, 7.09450321 60.78675207, 7.09449113 60.78685024, 7.09450458 60.78697643, 7.0945493 60.78712983, 7.09460506 60.78726434, 7.09467835 60.78743764, 7.09473614 60.78754425, 7.09482389 60.78765677, 7.09493179 60.787764, 7.09502251 60.78783588, 7.09514571 60.78791756, 7.09527172 60.78798913, 7.09539591 60.78805106, 7.09554795 60.78811132, 7.09574834 60.78818951, 7.09591644 60.78825153, 7.09605905 60.7883034, 7.09615821 60.78833839, 7.09632867 60.7883946, 7.09650797 60.78844753, 7.09669691 60.78849897, 7.09688393 60.78855802), LINESTRING(7.09735124 60.78380178, 7.09728524 60.7838585, 7.09721493 60.78391651, 7.09718286 60.7839368, 7.09712561 60.78397299, 7.09661845 60.78422633, 7.09651166 60.78426451, 7.09641688 60.78429846, 7.09623612 60.78435409, 7.0960587 60.78440303, 7.09584976 60.78446312, 7.09573532 60.78450011, 7.09559493 60.78454715, 7.0954838 60.78459353, 7.09536957 60.78464239, 7.09526646 60.78469597, 7.09517106 60.78474958, 7.0950647 60.78482064, 7.094987 60.78488231, 7.09491672 60.78494903, 7.09485469 60.78501604, 7.0947967 60.78508626, 7.09475334 60.78515129, 7.09471393 60.7852303, 7.0946801 60.78532035, 7.09466758 60.78539507, 7.09465615 60.78545769, 7.09465401 60.78552465, 7.09466284 60.78563264, 7.09467362 60.78576041, 7.09467917 60.78580925, 7.09468585 60.7858794, 7.09468789 60.7859625, 7.09467815 60.78607695, 7.09465448 60.78620334, 7.09462798 60.78630054, 7.09462395 60.78631534, 7.09461066 60.78637209), LINESTRING(7.09461066 60.78637209, 7.09459124 60.7864856, 7.0945847 60.78654613, 7.09458174 60.78660213, 7.09458078 60.78665232, 7.09458339 60.78670732, 7.09458681 60.78675505, 7.09459233 60.78680426, 7.09459644 60.78684644, 7.09460629 60.78689714, 7.09461901 60.78695201, 7.09463339 60.78700996, 7.09464902 60.78706542, 7.09466892 60.78712317, 7.09469246 60.78718476, 7.09471527 60.78724606, 7.09474128 60.78730606, 7.09476832 60.78736752, 7.09479813 60.78742856, 7.09482922 60.78748971, 7.09486666 60.78755221, 7.09490239 60.78760328, 7.09494819 60.78765503, 7.0949996 60.78770506, 7.09505726 60.78775806, 7.09511798 60.78780598, 7.09518662 60.78785357, 7.09525409 60.78789925, 7.0953254 60.78794211, 7.09540286 60.78798353, 7.09548239 60.78802409, 7.09556185 60.78805979, 7.09563636 60.7880921, 7.09571481 60.78812303, 7.09580728 60.78815919, 7.0959052 60.78819641, 7.09600626 60.78823323, 7.09610464 60.78826893, 7.09619378 60.78830243, 7.0962981 60.78834011, 7.09639574 60.78837589, 7.09649362 60.78841374, 7.09658473 60.78844511, 7.09665958 60.78847482, 7.09688393 60.78855802));Berekvam;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_74b4904d-fb0f-4bf8-a49c-7e9f4b1788da;http://data.europa.eu/949/concepts/op-types/10;station;NOLØN;https://data.banenor.no/data/_primaryLocation_NO01376;NO01376;POINT(15.46343 66.74385);Lønsdal;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_74b4904d-fb0f-4bf8-a49c-7e9f4b1788da;http://data.europa.eu/949/concepts/op-types/10;station;NOLØN;https://data.banenor.no/data/_primaryLocation_NO01376;NO01376;POINT(15.46343 66.74385);Lønsdal;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_74b4904d-fb0f-4bf8-a49c-7e9f4b1788da;http://data.europa.eu/949/concepts/op-types/10;station;NOLØN;https://data.banenor.no/data/_primaryLocation_NO01376;NO01376;POINT(15.463548 66.743842);Lønsdal;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_74b4904d-fb0f-4bf8-a49c-7e9f4b1788da;http://data.europa.eu/949/concepts/op-types/10;station;NOLØN;https://data.banenor.no/data/_primaryLocation_NO01376;NO01376;POINT(15.463548 66.743842);Lønsdal;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_74b4904d-fb0f-4bf8-a49c-7e9f4b1788da;http://data.europa.eu/949/concepts/op-types/10;station;NOLØN;https://data.banenor.no/data/_primaryLocation_NO01376;NO01376;GEOMETRYCOLLECTION(LINESTRING(15.46368827 66.74551055, 15.46369013 66.74556435, 15.46369591 66.74572567, 15.46370189 66.74588689, 15.46370375 66.74594069, 15.46371207 66.74615579, 15.46371506 66.7462364, 15.46372059 66.74637078, 15.46372728 66.74653206, 15.46372866 66.74655894, 15.46372959 66.74658585, 15.46373328 66.74666652, 15.4637388 66.74677405, 15.46374362 66.74685468, 15.46374914 66.74693536, 15.46375602 66.74701599, 15.46376402 66.74709658, 15.46376996 66.7471503, 15.46377317 66.7471772, 15.46378345 66.74725778, 15.46379075 66.74731145, 15.46380263 66.74739206, 15.46381106 66.74744568, 15.46382474 66.74752621, 15.46383454 66.74757987, 15.46384422 66.74762994), LINESTRING(15.46366509 66.74490169, 15.46366681 66.74494604, 15.46367143 66.74508046, 15.46367812 66.74524174, 15.46368435 66.74540304, 15.46368757 66.74548364, 15.46368827 66.74551055), LINESTRING(15.46108669 66.74147164, 15.46110256 66.74148192, 15.4611724 66.74152815, 15.46134725 66.74164341, 15.46141749 66.74168945, 15.46148753 66.74173558, 15.46155757 66.74178172, 15.46159257 66.7418047, 15.46169695 66.74187393, 15.461767 66.74192006, 15.46183638 66.74196631, 15.46190535 66.74201267, 15.46197386 66.74205905, 15.46204171 66.74210554, 15.46210874 66.74215234, 15.46214203 66.74217575, 15.46220795 66.74222269, 15.46224038 66.74224631, 15.4623048 66.74229358, 15.46236748 66.74234119, 15.46242911 66.74238911, 15.4624892 66.74243728, 15.46257693 66.74250989, 15.46260547 66.74253431, 15.46266122 66.74258328, 15.46271541 66.74263241, 15.46274199 66.74265718, 15.46279403 66.74270676, 15.46284453 66.74275658, 15.4628935 66.74280664, 15.46291744 66.74283179, 15.46296423 66.74288221, 15.46298707 66.74290749, 15.46303165 66.74295819, 15.46305338 66.74298361, 15.46309578 66.74303466, 15.46311618 66.74306022, 15.46315637 66.74311155, 15.46319477 66.74316304, 15.46321342 66.74318885, 15.46324962 66.74324061, 15.46328426 66.74329253, 15.46330091 66.74331852, 15.46333312 66.74337071, 15.46334866 66.74339683, 15.46336375 66.74342297, 15.46337841 66.74344922, 15.46340661 66.74350176, 15.46341992 66.74352806, 15.46344543 66.74358081, 15.46345763 66.74360725, 15.46346937 66.74363361, 15.46349175 66.74368657, 15.46351232 66.74373961, 15.46353157 66.74379279, 15.46354901 66.74384604, 15.46355718 66.74387274, 15.46356488 66.74389936, 15.46357916 66.74395274, 15.46358575 66.7439795, 15.46359187 66.74400619, 15.463603 66.74405971, 15.46360801 66.74408653, 15.46361689 66.74414014, 15.46362461 66.7441937, 15.463631 66.74424741, 15.46363396 66.74427423, 15.46363898 66.7443279, 15.46364309 66.74438162, 15.46364653 66.74443536, 15.46364814 66.74446223, 15.46365412 66.7445966, 15.46365804 66.74470411, 15.46366035 66.7447579, 15.46366404 66.74486542, 15.46366472 66.74489224, 15.46366509 66.74490169), LINESTRING(15.45840952 66.73969726, 15.4586844 66.7398923, 15.45887243 66.74001873, 15.45906857 66.74014744, 15.45927132 66.74028219, 15.45946117 66.74040602, 15.45968408 66.74055237, 15.45985061 66.74066293, 15.46002214 66.74077427, 15.46024784 66.74092257, 15.46043407 66.74104647, 15.46063088 66.74117677, 15.46083722 66.74131037, 15.46108669 66.74147164), LINESTRING(15.46374246 66.74431572, 15.46373978 66.74442413, 15.46373566 66.74449161, 15.46372197 66.74456687, 15.46370548 66.74464188, 15.46368983 66.74472443, 15.4636705 66.74480686, 15.46366509 66.74490169), LINESTRING(15.46330078 66.74313192, 15.46334998 66.74319324, 15.46341411 66.74327836, 15.46344988 66.74333194, 15.46347175 66.7433596, 15.46355928 66.74351539, 15.4636309 66.74368436, 15.46368613 66.74384995, 15.46371858 66.74399999, 15.46373111 66.74411769, 15.46374026 66.74424418, 15.46374246 66.74431572), LINESTRING(15.46365264 66.7433618, 15.46366777 66.74338028, 15.4636854 66.74340569, 15.46374088 66.74348999, 15.4637867 66.74357569, 15.46381456 66.74367888, 15.46382788 66.74376582, 15.46383462 66.7438269, 15.46382651 66.74388698, 15.46380911 66.74395509, 15.46379399 66.74403013, 15.46377243 66.74409887, 15.46375173 66.74420118, 15.46374246 66.74431572), LINESTRING(15.46108669 66.74147164, 15.46132636 66.74165067, 15.46143636 66.7417412, 15.46157035 66.74185625, 15.46165753 66.74192853, 15.4618196 66.74205062, 15.46203737 66.74221286, 15.46217012 66.74231363, 15.4622975 66.74241218, 15.4624245 66.74251707, 15.46254898 66.74263142, 15.46267882 66.74275231, 15.46279424 66.74286947, 15.46290717 66.74299016, 15.46300847 66.74310826, 15.46309507 66.74321985, 15.46317407 66.74333112, 15.46323075 66.74342259, 15.46328083 66.74350631, 15.46332532 66.74359043, 15.46335679 66.74365626, 15.4633834 66.74372095, 15.46344183 66.74388226, 15.46347436 66.74399796, 15.46350423 66.74415468, 15.46351993 66.74430001, 15.4635258 66.744395, 15.46353404 66.74454838, 15.46353899 66.74466756, 15.46354533 66.74485264, 15.46355764 66.74497386, 15.46357959 66.74505892, 15.46360868 66.74515206, 15.46363938 66.74524874, 15.46368827 66.74551055));Lønsdal;http://publications.europa.eu/resource/authority/country/NOR;Norway
https://data.banenor.no/data/_station_74b4904d-fb0f-4bf8-a49c-7e9f4b1788da;http://data.europa.eu/949/concepts/op-types/10;station;NOLØN;https://data.banenor.no/data/_primaryLocation_NO01376;NO01376;GEOMETRYCOLLECTION(LINESTRING(15.46368827 66.74551055, 15.46369013 66.74556435, 15.46369591 66.74572567, 15.46370189 66.74588689, 15.46370375 66.74594069, 15.46371207 66.74615579, 15.46371506 66.7462364, 15.46372059 66.74637078, 15.46372728 66.74653206, 15.46372866 66.74655894, 15.46372959 66.74658585, 15.46373328 66.74666652, 15.4637388 66.74677405, 15.46374362 66.74685468, 15.46374914 66.74693536, 15.46375602 66.74701599, 15.46376402 66.74709658, 15.46376996 66.7471503, 15.46377317 66.7471772, 15.46378345 66.74725778, 15.46379075 66.74731145, 15.46380263 66.74739206, 15.46381106 66.74744568, 15.46382474 66.74752621, 15.46383454 66.74757987, 15.46384422 66.74762994), LINESTRING(15.46366509 66.74490169, 15.46366681 66.74494604, 15.46367143 66.74508046, 15.46367812 66.74524174, 15.46368435 66.74540304, 15.46368757 66.74548364, 15.46368827 66.74551055), LINESTRING(15.46108669 66.74147164, 15.46110256 66.74148192, 15.4611724 66.74152815, 15.46134725 66.74164341, 15.46141749 66.74168945, 15.46148753 66.74173558, 15.46155757 66.74178172, 15.46159257 66.7418047, 15.46169695 66.74187393, 15.461767 66.74192006, 15.46183638 66.74196631, 15.46190535 66.74201267, 15.46197386 66.74205905, 15.46204171 66.74210554, 15.46210874 66.74215234, 15.46214203 66.74217575, 15.46220795 66.74222269, 15.46224038 66.74224631, 15.4623048 66.74229358, 15.46236748 66.74234119, 15.46242911 66.74238911, 15.4624892 66.74243728, 15.46257693 66.74250989, 15.46260547 66.74253431, 15.46266122 66.74258328, 15.46271541 66.74263241, 15.46274199 66.74265718, 15.46279403 66.74270676, 15.46284453 66.74275658, 15.4628935 66.74280664, 15.46291744 66.74283179, 15.46296423 66.74288221, 15.46298707 66.74290749, 15.46303165 66.74295819, 15.46305338 66.74298361, 15.46309578 66.74303466, 15.46311618 66.74306022, 15.46315637 66.74311155, 15.46319477 66.74316304, 15.46321342 66.74318885, 15.46324962 66.74324061, 15.46328426 66.74329253, 15.46330091 66.74331852, 15.46333312 66.74337071, 15.46334866 66.74339683, 15.46336375 66.74342297, 15.46337841 66.74344922, 15.46340661 66.74350176, 15.46341992 66.74352806, 15.46344543 66.74358081, 15.46345763 66.74360725, 15.46346937 66.74363361, 15.46349175 66.74368657, 15.46351232 66.74373961, 15.46353157 66.74379279, 15.46354901 66.74384604, 15.46355718 66.74387274, 15.46356488 66.74389936, 15.46357916 66.74395274, 15.46358575 66.7439795, 15.46359187 66.74400619, 15.463603 66.74405971, 15.46360801 66.74408653, 15.46361689 66.74414014, 15.46362461 66.7441937, 15.463631 66.74424741, 15.46363396 66.74427423, 15.46363898 66.7443279, 15.46364309 66.74438162, 15.46364653 66.74443536, 15.46364814 66.74446223, 15.46365412 66.7445966, 15.46365804 66.74470411, 15.46366035 66.7447579, 15.46366404 66.74486542, 15.46366472 66.74489224, 15.46366509 66.74490169), LINESTRING(15.45840952 66.73969726, 15.4586844 66.7398923, 15.45887243 66.74001873, 15.45906857 66.74014744, 15.45927132 66.74028219, 15.45946117 66.74040602, 15.45968408 66.74055237, 15.45985061 66.74066293, 15.46002214 66.74077427, 15.46024784 66.74092257, 15.46043407 66.74104647, 15.46063088 66.74117677, 15.46083722 66.74131037, 15.46108669 66.74147164), LINESTRING(15.46374246 66.74431572, 15.46373978 66.74442413, 15.46373566 66.74449161, 15.46372197 66.74456687, 15.46370548 66.74464188, 15.46368983 66.74472443, 15.4636705 66.74480686, 15.46366509 66.74490169), LINESTRING(15.46330078 66.74313192, 15.46334998 66.74319324, 15.46341411 66.74327836, 15.46344988 66.74333194, 15.46347175 66.7433596, 15.46355928 66.74351539, 15.4636309 66.74368436, 15.46368613 66.74384995, 15.46371858 66.74399999, 15.46373111 66.74411769, 15.46374026 66.74424418, 15.46374246 66.74431572), LINESTRING(15.46365264 66.7433618, 15.46366777 66.74338028, 15.4636854 66.74340569, 15.46374088 66.74348999, 15.4637867 66.74357569, 15.46381456 66.74367888, 15.46382788 66.74376582, 15.46383462 66.7438269, 15.46382651 66.74388698, 15.46380911 66.74395509, 15.46379399 66.74403013, 15.46377243 66.74409887, 15.46375173 66.74420118, 15.46374246 66.74431572), LINESTRING(15.46108669 66.74147164, 15.46132636 66.74165067, 15.46143636 66.7417412, 15.46157035 66.74185625, 15.46165753 66.74192853, 15.4618196 66.74205062, 15.46203737 66.74221286, 15.46217012 66.74231363, 15.4622975 66.74241218, 15.4624245 66.74251707, 15.46254898 66.74263142, 15.46267882 66.74275231, 15.46279424 66.74286947, 15.46290717 66.74299016, 15.46300847 66.74310826, 15.46309507 66.74321985, 15.46317407 66.74333112, 15.46323075 66.74342259, 15.46328083 66.74350631, 15.46332532 66.74359043, 15.46335679 66.74365626, 15.4633834 66.74372095, 15.46344183 66.74388226, 15.46347436 66.74399796, 15.46350423 66.74415468, 15.46351993 66.74430001, 15.4635258 66.744395, 15.46353404 66.74454838, 15.46353899 66.74466756, 15.46354533 66.74485264, 15.46355764 66.74497386, 15.46357959 66.74505892, 15.46360868 66.74515206, 15.46363938 66.74524874, 15.46368827 66.74551055));Lønsdal;http://publications.europa.eu/resource/authority/country/NOR;Norway
